BINNED_PROPERTY_DAMAGE,prob_0 to 2.5k,prob_100k to 200k,prob_10k to 20k,prob_2.5k to 5k,prob_200k to 300k,prob_20k to 30k,prob_300k to 400k,prob_30k to 40k,prob_400k to 500k,prob_40k to 50k,prob_500k to 600k,prob_50k to 75k,prob_5k to 10k,prob_600k to 700k,prob_700k to 800k,prob_75k to 100k,prob_900k to 1B,prob_greater than 1B
0 to 2.5k,0.9916321635,0.0002288365,0.0008434183000000001,0.0032740589,0.0001464855,0.00043342150000000003,2.04711e-05,7.7267e-05,5.3871e-06,0.0006627396000000001,5.430999999999999e-07,0.00012639580000000001,0.0019163215,5.557e-07,1.5439e-06,0.0006126786000000001,1.3275300000000001e-05,4.374399999999999e-06
0 to 2.5k,0.9952552319,0.0001665185,0.0002142005,0.0025764606000000002,0.0002008985,0.0001194939,2.0436800000000004e-05,0.0001273682,6.947099999999999e-06,0.000272459,1.5301e-06,4.36855e-05,0.0006490416,1.8252000000000001e-06,2.7533000000000004e-06,0.00030048280000000003,1.73047e-05,2.3321000000000003e-05
0 to 2.5k,0.9654912353,0.0023449378,0.0051417244,0.0108826226,0.0015372965,0.0041683991,0.0002492768,0.0023908489,0.0001891916,0.0016461420000000002,9.724740000000001e-05,0.0003650174,0.0026443133000000002,8.506740000000002e-05,0.0001239101,0.0017618301,0.00026567130000000003,0.0006150531
0 to 2.5k,0.9871986508,0.0001475521,0.0020829539,0.0042997836,0.0001319945,0.0007268065,4.9418e-06,0.0001280013,5.7068999999999995e-06,0.0003151362,1.2647e-06,7.990400000000001e-05,0.0046042264000000005,1.3284e-06,1.9264e-06,0.0002310569,1.1900700000000001e-05,2.67955e-05
0 to 2.5k,0.8744449615000001,0.007179308200000001,0.0038790975000000004,0.0893000215,0.0002603795,0.0058817626,0.0011378826,0.0002437297,9.36371e-05,0.0024590867,1.1250500000000002e-05,0.0018430375,0.0122963013,1.63684e-05,4.28616e-05,0.0007818394,0.0001159959,1.2632500000000001e-05
0 to 2.5k,0.9940971136000001,0.0002484903,0.0003628386,0.0022563497,0.00042909640000000004,0.0002161405,4.74374e-05,0.00017796320000000002,1.7532400000000002e-05,0.0004456156,3.2625e-06,0.0001126795,0.0007823810000000001,4.0353999999999995e-06,4.8608e-06,0.0007062773,3.37092e-05,5.4173900000000007e-05
0 to 2.5k,0.9745304585000001,0.0005886583,0.0032862686,0.0105026029,0.000272167,0.0054032719,4.48454e-05,0.0002863954,2.4470500000000002e-05,0.0006457511,3.2039e-06,0.00012074650000000001,0.0036182168000000003,3.0192999999999996e-06,7.5837e-06,0.0006143154000000001,3.6329600000000005e-05,1.1548600000000002e-05
0 to 2.5k,0.9942589998,0.0001628175,0.0019738062,0.001102281,0.0001638137,0.0009273475000000001,8.6547e-06,5.6852900000000006e-05,3.1926999999999995e-06,0.000545929,6.980999999999999e-07,4.21371e-05,0.0003834999,7.563e-07,1.9935e-06,0.0003439788,6.5611e-06,1.66249e-05
0 to 2.5k,0.9644492865000001,0.0007132647,0.0031935049,0.0093079982,0.0007185108000000001,0.0036761132,0.0001071856,0.0004014099,4.52551e-05,0.0036423905000000003,5.9248000000000004e-06,0.0005102712,0.0109285107,5.1334e-06,1.7447800000000003e-05,0.0021466815000000003,6.18131e-05,6.936410000000002e-05
0 to 2.5k,0.7994787097,0.0142775932,0.011651585800000001,0.0726168081,0.0056133359,0.014397740400000001,0.0038884077,0.0046969065,0.0016108742,0.009469037900000001,0.00041163640000000003,0.0098955063,0.0345634185,0.000411135,0.0004599329,0.0129809603,0.0018566512,0.0017198110000000001
0 to 2.5k,0.9744518995,0.0005523805000000001,0.0045358008,0.0095220506,0.0004877775,0.0033408713,5.709830000000001e-05,0.0004695538,5.07004e-05,0.0012207534000000001,8.394600000000001e-06,0.000222584,0.0038973738000000003,1.0663100000000001e-05,1.19135e-05,0.0009504450000000001,6.40061e-05,0.0001456503
0 to 2.5k,0.9966179729,0.0001335382,0.0004787115,0.0011718590000000001,5.79998e-05,0.0007467716,1.26189e-05,3.59605e-05,4.339299999999999e-06,8.527e-05,3.462e-07,2.5292300000000002e-05,0.00046940050000000003,3.596e-07,1.0081e-06,0.0001532314,3.5481999999999998e-06,1.6203e-06
0 to 2.5k,0.9961940050000001,0.0005810230000000001,0.00019393630000000002,0.00027790350000000003,0.0001792347,0.0002735997,0.0019504781,3.0870999999999996e-06,2.7787600000000005e-05,6.66297e-05,8.2118e-06,5.736100000000001e-05,0.0001127607,4.248199999999999e-06,5.1955e-06,4.100920000000001e-05,4.0532000000000004e-06,1.9478300000000003e-05
0 to 2.5k,0.9967344403,0.0001467013,0.0004476295,0.0009488623000000001,7.207510000000001e-05,0.0001741691,7.471e-06,6.770200000000001e-05,2.1516999999999997e-06,0.0001309134,5.31e-07,8.810620000000001e-05,0.0007917539000000001,5.625e-07,8.205999999999999e-07,0.0003686977,9.5931e-06,7.5618999999999995e-06
0 to 2.5k,0.9753714204,0.0005845256,0.0027406171,0.0075114793,0.0005951137,0.0029284966000000003,9.800170000000001e-05,0.0003329723,3.7194e-05,0.0023469455,5.445e-06,0.00037018960000000003,0.0054662214,5.4213e-06,1.3354900000000002e-05,0.0014625436,5.79944e-05,7.19337e-05
0 to 2.5k,0.9994822741,7.959090000000001e-05,1.66654e-05,2.5122900000000003e-05,9.068870000000002e-05,1.1277200000000001e-05,0.0002161417,8.218999999999999e-07,2.1518999999999997e-06,2.54853e-05,5.905e-07,7.6174999999999995e-06,1.2754600000000002e-05,2.907e-07,1.0570999999999998e-06,2.5555100000000002e-05,9.15e-07,8.945e-07
0 to 2.5k,0.9951893091,0.00017244380000000002,0.00021724910000000001,0.0020298182,0.0002538749,0.0002542493,3.18504e-05,0.0001439724,1.11224e-05,0.00029197450000000003,1.6678000000000002e-06,4.87671e-05,0.0009201455,1.6141e-06,3.7265999999999996e-06,0.0003898873,1.6774200000000003e-05,2.16456e-05
0 to 2.5k,0.9945921302,8.722820000000001e-05,0.0024905656,0.0012207462,0.0001532403,0.0006638634,5.5603e-06,9.729340000000002e-05,5.301599999999999e-06,0.0001542092,1.6665e-06,2.50618e-05,0.0003391722,1.8146e-06,1.8572999999999998e-06,0.00012435740000000002,1.4144300000000001e-05,2.1722800000000005e-05
0 to 2.5k,0.9938578010000001,0.0001340665,0.0010307329,0.0020477516,0.0001038227,0.0006342728,9.3991e-06,7.15199e-05,4.6381e-06,0.0002215769,5.905e-07,7.14109e-05,0.0015251524,7.071e-07,1.0733e-06,0.0002635525,9.8019e-06,1.19102e-05
0 to 2.5k,0.9847084284000001,0.0005182908,0.0009475272,0.0057745236,0.0018617793000000001,0.0006681004000000001,0.0002264396,0.00043667280000000004,9.252330000000002e-05,0.0011816799,1.4653800000000002e-05,0.0002881366,0.0017585751,2.133e-05,2.73079e-05,0.0011916379,9.621320000000001e-05,0.0001861872
0 to 2.5k,0.9195446968000001,0.0020884227,0.0028651324,0.039227139200000004,0.0012570092,0.005529583,0.0003114344,0.001307907,0.0001724432,0.0043376330000000005,1.9875300000000003e-05,0.0006958049,0.0192450006,1.9427700000000004e-05,6.21249e-05,0.0030661265,0.00012818360000000002,0.0001222675
0 to 2.5k,0.9874408245,0.0003359503,0.0026616734,0.0025139872,0.0002746642,0.003118515,2.6685200000000003e-05,0.0001391307,1.37337e-05,0.0005664793,1.7131e-06,0.0001190343,0.0020706640000000003,1.7154e-06,4.8207e-06,0.0006735819,1.2645800000000002e-05,2.4081900000000004e-05
0 to 2.5k,0.9991762042000001,0.0001131468,1.94232e-05,6.82738e-05,9.717060000000001e-05,1.66094e-05,0.0004143589,1.1226e-06,3.4233e-06,3.3140200000000005e-05,9.272999999999999e-07,1.2179800000000002e-05,1.53103e-05,5.3e-07,1.604e-06,2.3800500000000004e-05,1.7271e-06,1.2027000000000001e-06
0 to 2.5k,0.9752247334,0.00039055030000000003,0.0039238171,0.0073580481,0.0005054193,0.0019740635,3.41644e-05,0.0003348563,2.27913e-05,0.001718214,3.0533e-06,0.0002642772,0.0068115359,3.084e-06,8.103199999999999e-06,0.0013471588,3.31357e-05,4.30209e-05
0 to 2.5k,0.9903145432,0.0003348073,0.0013993609,0.0047299294,7.443570000000001e-05,0.0005775085,1.7924600000000005e-05,3.52592e-05,3.3138999999999997e-06,0.0004305378,3.029e-07,0.0001239338,0.0016792051,3.684e-07,1.0046999999999999e-06,0.0002669589,7.774200000000001e-06,2.5916999999999997e-06
0 to 2.5k,0.9943832159,6.362070000000001e-05,0.0018406996,0.0019899085,5.2912000000000004e-05,0.0007253666000000001,2.9897e-06,5.30033e-05,2.4150999999999995e-06,0.0001475591,2.966e-07,2.00946e-05,0.0005762861,3.321e-07,4.735e-07,0.0001315807,4.9537e-06,4.1209e-06
0 to 2.5k,0.9902914166000001,0.0004735372,0.0007558906,0.0030191725000000003,0.0004554111,0.0013445251,9.37673e-05,0.000215471,3.17873e-05,0.000744628,3.9422999999999995e-06,0.0001092831,0.0012353633,3.921e-06,1.16136e-05,0.0011517071000000001,2.50852e-05,3.3683700000000004e-05
0 to 2.5k,0.9980117083000001,9.900370000000001e-05,0.0001921972,0.0007872671000000001,0.0001341988,0.0003593181,2.2929400000000004e-05,6.499640000000001e-05,1.0568800000000001e-05,3.73623e-05,1.7118999999999999e-06,1.70355e-05,0.00013026580000000002,2.2292999999999996e-06,1.9254e-06,0.0001037105,9.1949e-06,1.45301e-05
0 to 2.5k,0.9943093061,0.0005657868,0.0005169102,0.0014088338,0.0004188614,0.0006520979,0.0001054862,0.0002242938,3.58618e-05,0.0002861199,1.89302e-05,0.0002136635,0.00044424520000000003,1.9694700000000003e-05,1.66139e-05,0.00035864990000000004,5.78858e-05,0.0003466055
0 to 2.5k,0.9694933295,0.0008431944,0.0019702443,0.0103115588,0.0009047920000000001,0.002060398,0.00019884780000000002,0.00027501800000000003,0.0001074083,0.0015820053000000001,1.76219e-05,0.00038968090000000003,0.0106841335,1.75601e-05,1.92521e-05,0.0008571678,6.010970000000001e-05,0.0002076088
0 to 2.5k,0.9987418056,5.32595e-05,0.0002304842,0.0004908029,4.9918300000000006e-05,0.0001874048,7.5562e-06,3.02505e-05,3.6365e-06,2.6432600000000005e-05,7.731e-07,1.0975200000000001e-05,0.00010120740000000001,7.844e-07,6.346e-07,5.189130000000001e-05,5.9522e-06,6.480599999999999e-06
0 to 2.5k,0.9922199845,0.0003899884,0.0005815018000000001,0.0019494045,0.0001276336,0.0018444819000000001,7.301370000000001e-05,3.64723e-05,1.5841500000000004e-05,0.000123864,1.842e-06,0.0001250132,0.0023280019,1.7746e-06,2.3633999999999997e-06,0.00016527700000000002,8.662800000000001e-06,4.973100000000001e-06
0 to 2.5k,0.9991359115,3.0441300000000003e-05,0.0003499428,0.0001747853,4.6137800000000004e-05,0.0001170109,1.7269e-06,2.9377100000000004e-05,8.718999999999999e-07,3.10252e-05,4.5609999999999996e-07,4.0164999999999996e-06,2.2725e-05,4.473e-07,4.695e-07,4.41897e-05,3.2e-06,7.4044e-06
0 to 2.5k,0.9982989430000001,4.450730000000001e-05,0.0001974538,0.0009797078,5.801350000000001e-05,7.4763e-05,2.8184e-06,3.977910000000001e-05,1.2767999999999998e-06,8.3974e-05,2.614e-07,6.2248e-06,0.00012687550000000002,2.946e-07,4.743e-07,7.705710000000001e-05,3.5188e-06,4.1104000000000005e-06
0 to 2.5k,0.9931641221,0.00016485220000000001,0.0025083751000000002,0.0013179462,0.00015743740000000002,0.0009840147,6.0243e-06,0.0001209653,5.1532999999999994e-06,0.0002503125,1.6169e-06,5.4620800000000004e-05,0.0009116781,1.7172e-06,2.2716999999999998e-06,0.0002952928,1.13388e-05,4.216280000000001e-05
greater than 1B,0.0609076396,0.011681096600000001,0.0062132007,0.0037950047,0.0089666555,0.0042762244000000005,0.0365247577,0.0017429632,0.0139748137,0.0012076689,0.0623357035,0.0077569159,0.005189715,0.0361228734,0.0026179876,0.0022078322,0.0041519026,0.7303270102
0 to 2.5k,0.9831446409000001,0.0004443887,0.0019198867,0.0071166782000000005,0.0016478954,0.0009173219,0.00017047700000000001,0.0007276866,0.00010557080000000001,0.0007925087000000001,2.69251e-05,0.00022479650000000002,0.0013134922,3.3767000000000004e-05,2.9264600000000004e-05,0.0009316307,0.0001899577,0.000262832
0 to 2.5k,0.9968922734000001,0.0005449518000000001,3.9323500000000004e-05,0.00022766920000000002,0.00029244570000000003,3.75275e-05,0.0016246927,4.5796e-06,1.14609e-05,0.000120716,7.109399999999999e-06,5.367950000000001e-05,4.888030000000001e-05,3.5878999999999996e-06,7.6043e-06,6.04972e-05,6.8648e-06,1.6016600000000002e-05
0 to 2.5k,0.9924954176,0.00017115120000000002,0.0030669214,0.0020374919,0.0002855326,0.0008550236,1.8521900000000003e-05,0.00013784650000000002,1.04778e-05,0.0003322701,2.7865e-06,4.74621e-05,0.00022860800000000002,3.3795e-06,3.6829e-06,0.0002510875,2.56316e-05,2.6490600000000003e-05
0 to 2.5k,0.9990041852,9.75175e-05,4.7942700000000004e-05,0.00010620300000000001,0.0001948955,2.2088000000000003e-05,0.0003145552,2.399e-06,3.7286999999999996e-06,0.0001024532,8.993999999999999e-07,2.2024e-05,2.5288000000000003e-05,6.604e-07,2.0729e-06,4.747480000000001e-05,3.4618e-06,2.1244999999999997e-06
0 to 2.5k,0.9987453222,5.8996900000000004e-05,0.0002032635,0.0004809716,0.0001069222,8.087240000000001e-05,7.964699999999998e-06,3.6078800000000004e-05,2.2739e-06,7.77254e-05,5.567999999999999e-07,1.05624e-05,6.22827e-05,5.776e-07,8.454e-07,0.00011146680000000001,6.7464e-06,6.487099999999999e-06
0 to 2.5k,0.9971621037,8.184110000000001e-05,0.0004288358,0.0010088455000000001,4.54545e-05,0.0003511996,3.2178e-06,7.07231e-05,2.7757e-06,8.10127e-05,5.985e-07,1.62097e-05,0.0005744551,6.508e-07,7.868e-07,0.00015165720000000002,4.3316999999999995e-06,1.54167e-05
0 to 2.5k,0.8977239132,0.0094143301,0.009934230700000001,0.0309153814,0.004105858,0.0107815154,0.0028561333,0.0051066005,0.0011062424,0.0049485806,0.0006068777,0.0028389366,0.0067081479,0.0005355508,0.0005785711,0.0079618469,0.0019260505,0.0019512806
0 to 2.5k,0.9941907525,0.0001141634,0.0011368180000000002,0.0025668112,0.0004103889,0.0004666471,2.6980400000000003e-05,0.0001850645,2.1104400000000004e-05,0.0002068955,4.2217e-06,3.19249e-05,0.00030900100000000005,4.7273e-06,4.3871e-06,0.00024312040000000002,3.49404e-05,4.193620000000001e-05
0 to 2.5k,0.9972270131000001,0.0003613274,0.0001843458,0.0001368491,0.0002955587,0.0001255897,0.0012250908000000001,2.799e-06,2.4493300000000005e-05,6.74076e-05,7.6029e-06,7.25259e-05,0.0001532367,3.9759e-06,3.7288999999999996e-06,7.33399e-05,4.0488999999999995e-06,3.13083e-05
0 to 2.5k,0.9814940691,0.0003589731,0.0026219653,0.0049343063,0.0010422647,0.0013382490000000001,9.881280000000002e-05,0.00015581390000000002,3.46775e-05,0.0026659360000000003,3.6555e-06,0.00043527430000000003,0.0035296737000000003,4.5192e-06,9.506299999999999e-06,0.0011645718,4.703940000000001e-05,6.08102e-05
0 to 2.5k,0.9990375042,5.701190000000001e-05,0.00039785700000000005,0.0001097929,9.360350000000001e-05,0.00010321250000000001,6.350799999999999e-06,3.27722e-05,1.6974e-06,2.7094200000000002e-05,8.564999999999999e-07,8.3411e-06,1.5184400000000002e-05,8.314e-07,1.3355999999999998e-06,9.685430000000001e-05,5.3773999999999995e-06,4.461e-06
0 to 2.5k,0.9944927692000001,0.0007593063000000001,0.0003585355,0.0007069759000000001,0.0007368923,0.0002514856,0.0002070079,0.00012942810000000002,1.7253300000000003e-05,0.0006107217000000001,5.1485e-06,0.0002766793,0.00031513440000000004,4.4203e-06,1.5122300000000003e-05,0.0010477529,5.086140000000001e-05,1.4616800000000002e-05
0 to 2.5k,0.98502177,0.0003405428,0.0007586087,0.0063420106000000006,0.0003827661,0.0009702568,6.39931e-05,0.0001768908,2.6952300000000003e-05,0.0006032735,3.5956999999999997e-06,0.00019273250000000002,0.0044854018,3.2185999999999996e-06,7.535099999999999e-06,0.0005562134,2.9275400000000004e-05,3.5006500000000004e-05
0 to 2.5k,0.9969986677,0.00036368610000000003,0.0001513936,0.0013274595,9.99878e-05,0.00034292700000000003,0.0001240818,2.9886900000000003e-05,9.8251e-06,8.21411e-05,1.5829e-06,9.084530000000002e-05,0.0002168903,1.6539000000000002e-06,3.0337999999999997e-06,0.0001404291,1.15451e-05,4.0795000000000005e-06
0 to 2.5k,0.9928580523,0.0001513601,0.0002852365,0.0032425041000000003,0.0002695961,0.0002216013,1.4294500000000002e-05,0.00012949010000000002,7.8898e-06,0.0006545995,1.4476e-06,2.80822e-05,0.0017782366,1.2665999999999999e-06,4.3516e-06,0.0003106946,1.0640400000000002e-05,3.05617e-05
0 to 2.5k,0.8251742721,0.0082276342,0.0405800194,0.0261068642,0.0027256939000000003,0.0269223731,0.0006317003,0.0022743258,0.00031030660000000004,0.0113448473,6.18594e-05,0.0092355488,0.0365361832,7.1812e-05,0.0001498678,0.0088785766,0.0004330216,0.0003349955
0 to 2.5k,0.9980156422,8.428070000000001e-05,0.0001870969,0.0005746678,8.28308e-05,0.0002228113,1.37331e-05,4.0720700000000005e-05,5.8072999999999994e-06,8.141080000000001e-05,9.515999999999999e-07,1.9980000000000002e-05,0.0004885359,9.064999999999999e-07,1.0781e-06,0.0001572972,5.047799999999999e-06,1.7415600000000003e-05
0 to 2.5k,0.9997075200000001,2.6890000000000002e-05,2.72558e-05,1.91438e-05,8.44802e-05,2.9113100000000004e-05,3.34327e-05,7.738999999999999e-07,8.954e-07,2.2305100000000004e-05,1.689e-07,8.021699999999998e-06,1.90203e-05,1.159e-07,2.9969999999999996e-07,1.9055200000000003e-05,4.902e-07,7.889e-07
0 to 2.5k,0.9821943641,0.0005481364,0.0070412229000000005,0.0019965966,0.0030855548,0.0015336875000000001,0.0002470435,0.00031250200000000004,8.462720000000002e-05,0.001074592,4.2098600000000004e-05,0.0001468897,0.0003461345,4.30228e-05,4.647590000000001e-05,0.0008404459000000001,0.0001660517,0.0002504524
0 to 2.5k,0.9895483255,0.0002637653,0.0015696479,0.0031714228,0.000186875,0.0014725915,2.2736900000000002e-05,0.0001473939,1.1810000000000002e-05,0.00030764350000000003,1.3991999999999999e-06,9.749110000000001e-05,0.0026696434,1.3017e-06,2.8826999999999995e-06,0.0004919562000000001,1.80035e-05,1.53085e-05
0 to 2.5k,0.9994126558,0.0001161234,3.8993500000000005e-05,0.0001117418,6.937640000000001e-05,5.03794e-05,3.8862900000000004e-05,1.2506800000000002e-05,3.1619e-06,1.4186100000000003e-05,1.1003e-06,3.24306e-05,2.1599e-05,1.2199e-06,9.198e-07,6.2397e-05,7.601099999999999e-06,4.7310999999999995e-06
0 to 2.5k,0.9918122292,0.0002412554,0.0017643148000000002,0.0021286693000000002,0.0001946773,0.0023702809,2.43659e-05,0.0001089265,1.68803e-05,0.00012148640000000001,2.13e-06,6.27241e-05,0.0008933202,2.5931e-06,3.2591999999999996e-06,0.0002218845,1.5046500000000002e-05,1.5659200000000004e-05
0 to 2.5k,0.9897010326000001,0.0003198686,0.0027442225,0.0022525531,0.0004599496,0.0017595488000000002,4.25697e-05,0.0001643081,2.1644e-05,0.0007989266,4.4374999999999994e-06,0.0001149706,0.0007655095,4.9886e-06,6.9624e-06,0.0007282725,3.26818e-05,7.767100000000001e-05
0 to 2.5k,0.996378839,0.0003662637,0.000188433,0.0003789609,0.0005269577,9.8486e-05,0.0013855053,7.9652e-06,2.1866800000000002e-05,0.0002704747,5.6193e-06,7.581680000000001e-05,0.0001322396,3.6369999999999997e-06,8.4463e-06,0.0001287704,1.06711e-05,1.10751e-05
0 to 2.5k,0.9924671054,0.0003711019,0.0013897127,0.0015851064,0.0003978752,0.0017701035,5.3591800000000004e-05,7.237360000000001e-05,1.5924900000000004e-05,0.0004800351,2.1486e-06,0.000155191,0.0006557811000000001,3.0007e-06,5.1041e-06,0.0005152813,1.2377100000000002e-05,4.809650000000001e-05
0 to 2.5k,0.994656682,0.0005273186,0.0007978190000000001,0.0010204475,0.00030100090000000003,0.0007521596000000001,3.23289e-05,0.0001561725,9.471e-06,0.00039966780000000004,2.8553e-06,6.75942e-05,0.0003928595,2.7434000000000003e-06,7.7235e-06,0.0008248168000000001,1.4175200000000003e-05,3.4162800000000004e-05
0 to 2.5k,0.9611178637000001,0.0021104473,0.0052904827,0.0052040676,0.0079877125,0.0022459133,0.0017454823000000001,0.0012346953,0.0006264102000000001,0.0020933575000000003,0.0004774212,0.0008498874,0.0013474568,0.0005006013,0.0003279503,0.0023687663,0.0008332505000000001,0.0036380764
0 to 2.5k,0.9885857701,0.0017667181,0.0007487353,0.0024450272000000003,0.0004906701,0.0016250140000000001,0.0003011003,0.0001217498,4.284830000000001e-05,0.0005299934,1.3886500000000003e-05,0.0006217791000000001,0.0017660107000000002,1.2454000000000001e-05,2.7343500000000003e-05,0.0008144318000000001,5.01174e-05,3.6446200000000004e-05
0 to 2.5k,0.9744004011,0.0005229752,0.0028720682000000003,0.0078752143,0.0005874245,0.0031197390000000003,8.855230000000001e-05,0.0003619047,3.73757e-05,0.0023629135,5.3498e-06,0.00031153050000000003,0.0057965992000000004,5.0028e-06,1.30198e-05,0.0015145363,5.7381500000000006e-05,6.800100000000002e-05
0 to 2.5k,0.9988493919,0.00010640190000000001,0.0001475477,0.0004111408,3.24896e-05,0.0001431787,7.537499999999999e-06,3.76351e-05,1.6878000000000002e-06,2.3069700000000004e-05,1.1087e-06,2.54495e-05,0.00010259430000000001,1.1417999999999998e-06,6.984e-07,8.520810000000002e-05,8.215899999999999e-06,1.5361400000000002e-05
0 to 2.5k,0.9930815101,0.00035808,0.0008744698000000001,0.0021102044,0.0007941239000000001,0.0005255941,0.0001237818,0.0002534713,3.85267e-05,0.0003303642,1.68633e-05,0.00017646450000000002,0.0004660053,1.8203900000000004e-05,1.3249100000000002e-05,0.0005238187,0.00011809610000000001,0.0001770362
0 to 2.5k,0.9814925790000001,0.0005776975,0.0009710593,0.0059294454,0.0018642060000000002,0.0007745618000000001,0.0002579388,0.00045039120000000003,0.0001341031,0.001408792,4.1667100000000006e-05,0.00034000130000000003,0.0038438879,4.49662e-05,3.6545100000000004e-05,0.000871764,0.0001496617,0.0008108572000000001
0 to 2.5k,0.5747693181,0.034592356500000004,0.051157705500000004,0.0674904957,0.014328178,0.037538647700000004,0.005941250800000001,0.0143306991,0.002881804,0.045056931700000004,0.0011697198000000001,0.0200250186,0.0741280839,0.0010217443,0.0029169989,0.0453141071,0.0042755757,0.0030613197
0 to 2.5k,0.9963130355,0.0001682748,0.0001117187,0.0015107396,6.0709400000000005e-05,0.0001298332,1.2666500000000001e-05,9.538400000000001e-05,4.1639999999999994e-06,0.00010392700000000001,1.4466e-06,8.493370000000002e-05,0.0011757283000000001,1.4917e-06,1.3845e-06,0.0001870215,1.45891e-05,2.27662e-05
0 to 2.5k,0.9869699478,0.0004984337,0.0010048704,0.003430774,0.0002677423,0.0029498190000000002,5.750020000000001e-05,0.00016894540000000002,3.2813e-05,0.0003273665,5.3895e-06,0.00016932740000000001,0.0035046590000000002,4.907899999999999e-06,8.269399999999999e-06,0.0005398552000000001,2.9154300000000003e-05,3.0226500000000003e-05
0 to 2.5k,0.9989296794,4.8378200000000004e-05,0.0001658714,0.00041826630000000003,5.4123200000000004e-05,5.66282e-05,5.0757e-06,2.4635900000000002e-05,1.0881e-06,5.7457500000000003e-05,2.0839999999999999e-07,1.4985500000000002e-05,0.0001021893,2.051e-07,3.501e-07,0.0001140147,5.0358999999999995e-06,1.6426e-06
0 to 2.5k,0.9855573773,0.0010236916,0.0019674131,0.0033938680000000004,0.0009317015,0.0011720899,0.00016368710000000001,0.0003834453,6.29759e-05,0.0005899982000000001,4.43026e-05,0.0006173265,0.0024744556,4.408540000000001e-05,2.9279500000000003e-05,0.0006878905,0.0001461174,0.0007104252000000001
0 to 2.5k,0.9703806639,0.0019503062,0.0049032825,0.0077878297,0.0005803906000000001,0.0025859559,0.00010888360000000001,0.0005902797,3.3433500000000004e-05,0.0025100254,7.6703e-06,0.0005200919000000001,0.0047539426,6.1738999999999995e-06,2.4746700000000005e-05,0.0031395194,7.946480000000001e-05,3.7458100000000006e-05
0 to 2.5k,0.9967855215,0.0001615562,0.0001843341,0.0011108756,0.0004094923,0.00010433440000000001,4.4902100000000005e-05,0.0001349236,1.4572100000000002e-05,0.000168557,5.1984e-06,6.747170000000001e-05,0.000408456,5.142699999999999e-06,5.586999999999999e-06,0.00028148910000000004,4.1360200000000004e-05,6.622600000000001e-05
0 to 2.5k,0.80319947,0.0060645756,0.004821056000000001,0.0802968815,0.0014546108000000001,0.0059086671,0.0003217529,0.0037488688,0.0002524728,0.0087839868,5.699500000000001e-05,0.0018463477000000002,0.0760404989,5.19255e-05,0.0001501862,0.0063185743,0.000311894,0.00037141860000000003
0 to 2.5k,0.9938747287,0.0001368561,0.0017651274000000002,0.0018026434,0.00010017500000000001,0.0007561530000000001,8.919099999999999e-06,0.0001249335,4.6443e-06,0.0002078479,1.2901e-06,5.978920000000001e-05,0.0008441193,1.2167e-06,1.6056e-06,0.0002800185,1.9224200000000005e-05,1.0745700000000001e-05
0 to 2.5k,0.9313366413,0.0028671911000000003,0.0013231314,0.054502464800000004,7.880260000000001e-05,0.0024112712,0.00046783990000000004,7.10552e-05,2.7913300000000006e-05,0.0008135717,2.4235e-06,0.000582308,0.0051926295,3.3814e-06,8.7881e-06,0.0002751602,3.2494500000000005e-05,3.0107e-06
0 to 2.5k,0.9893721938000001,0.0002942883,0.0014692374000000001,0.0047172112,0.00039935970000000003,0.0006366583,2.8947000000000006e-05,0.0001800411,1.8519100000000004e-05,0.0007037031,2.8119e-06,8.290990000000001e-05,0.0015849137,3.3144e-06,5.7851e-06,0.0004415501,2.4809700000000004e-05,3.37848e-05
0 to 2.5k,0.9986081719000001,7.12352e-05,0.0002301514,0.0003204988,5.730760000000001e-05,0.0004127766,8.8081e-06,3.1864200000000006e-05,2.6287999999999997e-06,4.085250000000001e-05,4.226e-07,1.03781e-05,7.92136e-05,4.3929999999999997e-07,8.946e-07,0.00011808330000000001,2.722e-06,3.6935e-06
0 to 2.5k,0.9997381568,5.5091300000000006e-05,1.8992300000000004e-05,1.1411000000000001e-05,6.335270000000001e-05,2.4394600000000002e-05,3.45847e-05,5.256e-07,6.041e-07,1.51693e-05,1.6440000000000002e-07,5.2323e-06,8.147e-06,9.630000000000001e-08,2.683e-07,2.26937e-05,2.675e-07,1.046e-06
0 to 2.5k,0.9935538769000001,0.0009471474,0.0003427314,0.0019232779,0.00040510730000000003,0.0005051407,0.00038961800000000005,0.00019324660000000001,6.163260000000001e-05,0.00016947540000000001,3.7287700000000006e-05,0.0001885633,0.0004965041,3.43936e-05,2.27798e-05,0.0004253131,8.516460000000001e-05,0.00021870680000000002
0 to 2.5k,0.9978522062,0.0001142464,0.0002201506,0.000609253,0.0001120363,0.0003622492,1.7483200000000002e-05,5.3784200000000006e-05,4.7567000000000006e-06,0.0001113511,7.128e-07,2.8569600000000002e-05,0.0002445091,7.51e-07,1.7057999999999998e-06,0.0002525386,5.2968e-06,8.4022e-06
0 to 2.5k,0.9926139116,0.000367962,0.0005912486,0.0022458269,0.00048433030000000004,0.0007340770000000001,9.629260000000001e-05,0.00022888200000000002,2.5021500000000004e-05,0.00047503540000000004,4.4299e-06,0.0001426349,0.0010275033,4.133e-06,8.9949e-06,0.0008767713,4.2936600000000005e-05,2.9959e-05
