BINNED_PROPERTY_DAMAGE,prob_0 to 2.5k,prob_100k to 200k,prob_10k to 20k,prob_2.5k to 5k,prob_200k to 300k,prob_20k to 30k,prob_300k to 400k,prob_30k to 40k,prob_400k to 500k,prob_40k to 50k,prob_500k to 600k,prob_50k to 75k,prob_5k to 10k,prob_600k to 700k,prob_700k to 800k,prob_75k to 100k,prob_900k to 1B,prob_greater than 1B
0 to 2.5k,0.9965355396000001,0.00016712240000000002,0.0003324491,0.0016140757,0.0002262721,0.00028358450000000004,2.1770000000000003e-05,0.00014641210000000001,1.05569e-05,0.0001262999,4.2109e-06,3.4756000000000004e-05,0.000237941,4.4077999999999995e-06,3.371e-06,0.00016192500000000002,2.6903900000000002e-05,6.2566e-05
0 to 2.5k,0.9347798824,0.00043534730000000004,0.0014459972000000001,0.0243022442,0.00010094100000000001,0.0010259133000000001,9.9905e-06,0.00040395100000000005,1.04453e-05,0.0006448553,1.885e-06,0.00023703680000000001,0.0359611399,1.7479999999999998e-06,3.3366999999999997e-06,0.0005869613,2.43735e-05,2.3856700000000005e-05
0 to 2.5k,0.9886942506,0.00030780120000000003,0.0017988759,0.0033397705000000003,0.00040291100000000005,0.0015723658,4.16594e-05,0.0002091445,2.31261e-05,0.0005363493,3.5632e-06,0.0001215845,0.0022870305,3.5581e-06,6.6957e-06,0.0005644324,3.23321e-05,5.454200000000001e-05
0 to 2.5k,0.9742242694000001,0.0003974641,0.0055921199,0.0092895851,0.0001863686,0.0018768806,1.1560700000000001e-05,0.0001099486,7.2446e-06,0.0009870927,9.497e-07,0.0001783918,0.0066188131,1.1229999999999999e-06,2.7759999999999998e-06,0.000482015,1.2588500000000002e-05,2.08667e-05
0 to 2.5k,0.9872800708,0.0008361443,0.0015869719,0.0033940698000000003,0.00036551300000000004,0.0010752038000000001,7.403290000000001e-05,0.0002633025,2.4053300000000002e-05,0.0004218221,1.2370600000000001e-05,0.0006392716000000001,0.0031028113,1.2373000000000002e-05,1.10171e-05,0.0006534321,8.942650000000002e-05,0.0001580052
0 to 2.5k,0.9994617105,2.044e-07,0.0005230588,1.384e-07,7.9693e-06,9.55e-07,6.15e-08,4.87e-08,2.56e-08,7.05e-08,2.534e-07,5.67e-08,2.6e-09,6.562e-07,7.6e-09,1.36e-08,1.4239999999999998e-07,4.6637e-06
0 to 2.5k,0.9919439554,0.00020681870000000002,0.0008630251,0.0031245481,0.0001407634,0.0004427344,1.8348600000000003e-05,7.860770000000001e-05,5.3170999999999995e-06,0.000636327,5.514e-07,0.0001059308,0.0018182741,5.465e-07,1.5203999999999999e-06,0.0005955405,1.2772100000000001e-05,4.5247999999999994e-06
0 to 2.5k,0.9983067513,0.0001490238,0.0003298126,0.00046002300000000005,0.0001132372,0.0002017668,1.7800000000000002e-05,2.5618900000000003e-05,2.4211e-06,0.0001062844,4.081e-07,2.9947300000000004e-05,0.00010123410000000001,4.55e-07,1.3733999999999998e-06,0.0001471647,5.4914e-06,1.1945000000000002e-06
0 to 2.5k,0.9982917905,0.0001242221,0.0001368328,0.000582395,0.0001130104,0.0001594982,1.54041e-05,7.21751e-05,4.5986e-06,5.762990000000001e-05,1.6511e-06,3.5411400000000005e-05,0.00019543810000000002,1.6366e-06,1.2846e-06,0.0001639011,1.5037700000000002e-05,2.8102100000000003e-05
0 to 2.5k,0.9966589212,0.0002467509,0.0002012678,0.0011690762,0.00021786020000000002,0.0002421182,5.433160000000001e-05,0.0001382877,1.4169700000000003e-05,9.51534e-05,4.9808e-06,0.0001088618,0.0004419579,5.3284e-06,4.197199999999999e-06,0.0003088793,3.6863800000000004e-05,5.0947300000000006e-05
0 to 2.5k,0.9928225875000001,0.0005744887,0.0006860340000000001,0.0015086223000000001,0.0010732313000000001,0.0003903811,0.0002119019,0.00014594250000000001,3.3359100000000004e-05,0.0005492739000000001,1.5905700000000003e-05,0.0004529701,0.0005173939,1.7319400000000002e-05,1.70545e-05,0.0006927538,9.559710000000002e-05,0.0001954179
0 to 2.5k,0.9712795019,0.0008810243,0.0037822148,0.0117244553,0.0010337643,0.0023390704,9.24615e-05,0.0010139039000000001,9.809340000000001e-05,0.0009562034,3.17162e-05,0.0003543923,0.0048377477000000006,3.7249e-05,3.50307e-05,0.0008735006,0.0001378485,0.0004916732
0 to 2.5k,0.9950925112000001,0.0001667235,0.0009629992,0.0023946145,0.0001098798,0.0006295526,2.7531300000000002e-05,0.00010188200000000001,7.6239e-06,0.0001339976,2.0637e-06,3.4187e-05,0.0001300943,2.366e-06,1.7438e-06,0.0001662212,2.6098100000000003e-05,9.9947e-06
0 to 2.5k,0.9586045146000001,0.0028202827,0.0019324567000000002,0.010783262600000001,0.0056208204000000005,0.0014254682000000001,0.0008185381,0.0008788883000000001,0.0002641435,0.0055245557,0.0001167903,0.0012778284,0.0050192564,0.00011523430000000001,0.00023964870000000002,0.0026653942000000003,0.00031161080000000004,0.001581333
0 to 2.5k,0.8472705483,0.014074475500000001,0.028234018000000003,0.0075556412,0.0165389292,0.0102376314,0.010035591200000001,0.0024296697,0.0027527001,0.0126280915,0.0016152285,0.0073606241,0.0075561414,0.0014542179000000001,0.0011500376,0.0136296023,0.0016076950000000001,0.0138691859
0 to 2.5k,0.9944829345,8.41185e-05,0.0023436951000000003,0.0014138086000000001,0.00011868250000000001,0.0006463002,4.2129e-06,9.594590000000001e-05,4.2137e-06,0.0001474046,1.1839999999999998e-06,2.38204e-05,0.0004749048,1.2232e-06,1.3891e-06,0.00012918630000000001,1.1618100000000001e-05,1.5124200000000002e-05
0 to 2.5k,0.9840430617,0.002389827,0.0007826762,0.0085890917,7.683360000000002e-05,0.0007071999,0.0002194463,4.746800000000001e-05,7.2868e-06,0.0009117006000000001,1.2367e-06,0.00056733,0.0012112365,1.5981e-06,5.487799999999999e-06,0.0004142478,2.1611000000000004e-05,2.5843999999999998e-06
0 to 2.5k,0.9983388186000001,0.0002485608,5.9423600000000005e-05,5.4667700000000005e-05,0.0002464553,4.0438e-05,0.0008225062,1.7751e-06,8.1044e-06,4.37023e-05,4.2673e-06,2.7069800000000003e-05,4.566760000000001e-05,1.7031e-06,2.4428e-06,4.19537e-05,3.1629999999999996e-06,9.1564e-06
0 to 2.5k,0.9994276166,6.08197e-05,4.09871e-05,3.7530900000000003e-05,0.0001431438,4.1385600000000006e-05,0.0001275744,1.2772e-06,4.2941e-06,2.15886e-05,1.1230999999999999e-06,1.1375900000000002e-05,5.70609e-05,6.462e-07,7.763e-07,1.7879900000000005e-05,1.0448e-06,4.0668e-06
0 to 2.5k,0.9885002375,0.0002218389,0.0021422112000000003,0.0026686478,0.00018803570000000002,0.0022935225000000003,1.4759800000000002e-05,0.0001332564,7.1662999999999995e-06,0.0009856854,1.0368e-06,8.08733e-05,0.0019957752,9.087999999999999e-07,2.8962e-06,0.0007282931,1.0192900000000002e-05,2.45268e-05
0 to 2.5k,0.9862826467,0.0001370509,0.0020165315,0.0036061045000000003,9.215070000000001e-05,0.0008995796000000001,4.883899999999999e-06,9.405490000000001e-05,3.5076999999999995e-06,0.0004878308,6.278e-07,0.0001020705,0.0058638845,5.426999999999999e-07,1.3123e-06,0.0003868646,9.2324e-06,1.11014e-05
0 to 2.5k,0.9985516667000001,7.2574e-05,0.0002280564,0.00047981010000000004,7.568640000000001e-05,9.90021e-05,8.6142e-06,5.2309500000000005e-05,2.5053e-06,5.28832e-05,7.192999999999999e-07,2.3414600000000004e-05,0.00019229460000000001,6.557e-07,1.2259e-06,0.0001466894,9.221899999999999e-06,2.7122e-06
0 to 2.5k,0.9960750937,0.0002081133,0.0003947884,0.0015804069,0.0002444564,0.0002429779,2.6534e-05,0.00012421560000000002,7.8676e-06,0.0002272254,1.7570999999999999e-06,4.46967e-05,0.0003703544,1.8429000000000002e-06,2.9813999999999995e-06,0.0004049603,2.0208e-05,2.1488100000000002e-05
0 to 2.5k,0.927230835,0.0033867029,0.015223166900000001,0.0150952097,0.0027686139,0.0141087519,0.0006869984,0.0012985055,0.0003649867,0.0030155529,5.7097000000000006e-05,0.0026671221,0.010653969800000001,7.47632e-05,0.0001072468,0.0026292515,0.0003125792,0.0003185182
0 to 2.5k,0.9932038784,0.00023312200000000002,0.0007634380000000001,0.0024809467,0.0005748845000000001,0.0004460111,6.7496e-05,0.0002064782,2.8077700000000004e-05,0.0002705906,4.958899999999999e-06,0.0001309914,0.0009547964000000001,5.5319e-06,6.1624e-06,0.0005111297,5.9624700000000005e-05,5.20122e-05
0 to 2.5k,0.9961755276,0.0002763175,0.0004137568,0.0010937118,0.00028856870000000003,0.00036900100000000004,5.0637700000000005e-05,0.00011206580000000001,1.3391600000000002e-05,0.0001631379,4.730999999999999e-06,0.0001074816,0.0003850243,5.3293e-06,4.9183e-06,0.0004342627,3.1032500000000005e-05,7.10854e-05
0 to 2.5k,0.9540904164,0.0016839748,0.0023006899,0.0335449465,7.2045e-05,0.0011172225000000001,0.0001263074,7.107160000000001e-05,8.476e-06,0.0010326181,8.154e-07,0.0006310685,0.0048799673,1.2421e-06,3.7005999999999998e-06,0.0004104487,2.3085800000000002e-05,1.7564e-06
0 to 2.5k,0.7876911163,0.0110428585,0.0250980742,0.0427756123,0.0006483576,0.0150467958,0.0002342505,0.0007510902,5.5205200000000005e-05,0.0089157848,9.3474e-06,0.0101990029,0.0884914249,1.2144100000000001e-05,5.774090000000001e-05,0.0088522723,9.741690000000001e-05,2.14506e-05
0 to 2.5k,0.9874534011,0.0003099741,0.0040372363,0.0031373750000000004,0.0003881383,0.0015670531000000001,2.64601e-05,0.000285387,2.11304e-05,0.0004217123,6.7312e-06,0.0001369537,0.0015966627,7.570199999999999e-06,7.4522e-06,0.00045679410000000004,5.28683e-05,8.72767e-05
0 to 2.5k,0.9696950912000001,0.0005673325,0.006141231400000001,0.0095441779,0.0007823549000000001,0.0022463936,4.193010000000001e-05,0.0005236084,4.3085300000000006e-05,0.0013646575,7.0242000000000004e-06,0.0003105114,0.0073883398,8.2699e-06,1.4240800000000001e-05,0.0011556508,5.2307100000000006e-05,0.0001138297
0 to 2.5k,0.9807063341000001,0.00036644790000000003,0.0048714792,0.0050366847,0.0004861244,0.0022163761,3.42639e-05,0.0003088136,2.83484e-05,0.0005209498,4.0173e-06,0.0002172064,0.0042652171000000004,4.618199999999999e-06,6.1425999999999994e-06,0.0008108717,4.806480000000001e-05,6.82093e-05
0 to 2.5k,0.9967639446000001,8.01846e-05,0.0003989212,0.0015333438,0.0001656956,0.0002507246,1.3374900000000001e-05,8.54994e-05,7.8933e-06,0.0001182322,9.9e-07,2.1786400000000002e-05,0.0003206296,1.2331e-06,1.5571e-06,0.000213488,9.9903e-06,1.2771e-05
0 to 2.5k,0.9991590977,7.171840000000001e-05,7.62821e-05,5.586820000000001e-05,0.0002332954,3.3103500000000006e-05,0.0001712418,1.8258e-06,4.4172e-06,5.689130000000001e-05,1.2541e-06,2.04048e-05,7.41557e-05,7.474999999999999e-07,1.0862e-06,3.05704e-05,2.2594e-06,5.7106e-06
0 to 2.5k,0.9965589643,0.0002210948,0.0001235346,0.0014977766000000001,8.60733e-05,0.0001002472,1.6185800000000003e-05,0.0001315059,4.2993e-06,9.26414e-05,2.1097999999999997e-06,8.928850000000001e-05,0.0007522188,2.0180999999999998e-06,1.8674e-06,0.0002693438,2.0959400000000005e-05,2.9684400000000003e-05
0 to 2.5k,0.9947676659,0.0006424009,0.0010694825,0.000648253,0.0004274192,0.001335461,8.51943e-05,0.0001050899,1.70887e-05,0.0001968166,8.016699999999999e-06,6.23867e-05,9.968000000000001e-05,7.013299999999999e-06,1.2851800000000001e-05,0.00044515200000000004,2.38983e-05,4.59641e-05
0 to 2.5k,0.9965183735,0.00040088250000000004,0.00032074940000000003,0.0005574424,0.0006035258,0.00016988150000000002,0.00022965070000000002,6.45695e-05,3.24959e-05,0.0002077243,8.575699999999998e-06,0.0001604562,0.00018741,1.0046800000000002e-05,7.5335e-06,0.00042655220000000003,3.51473e-05,5.8635300000000004e-05
0 to 2.5k,0.9987593889,0.0001649157,4.56455e-05,3.9525600000000007e-05,0.0001947761,3.93108e-05,0.0006098176,1.5977999999999998e-06,8.6996e-06,2.41113e-05,3.974e-06,1.9889000000000002e-05,3.46904e-05,1.9541e-06,1.8353999999999998e-06,3.67057e-05,2.4253999999999997e-06,1.10991e-05
0 to 2.5k,0.9990794659000001,6.44522e-05,6.07295e-05,0.00026919220000000003,3.19457e-05,0.0001561222,8.9628e-06,1.3287600000000001e-05,1.528e-06,2.38441e-05,2.3450000000000002e-07,2.62212e-05,0.0001978045,2.257e-07,3.155e-07,6.1175e-05,3.3642999999999997e-06,1.0597e-06
0 to 2.5k,0.9981015325,8.40538e-05,0.0005174516,0.0004915897,0.00011114310000000001,0.0002394455,1.29053e-05,5.6231600000000006e-05,4.1917e-06,7.2947e-05,1.4969999999999998e-06,2.4973900000000005e-05,0.00010456260000000001,1.413e-06,1.3523e-06,0.0001451503,1.60901e-05,1.3607900000000002e-05
0 to 2.5k,0.9554461837,0.0010574588,0.006789587000000001,0.0198739432,0.0024198156000000003,0.0032566108000000003,0.0002445289,0.0012269323000000001,0.0001688913,0.0028541207,2.7869900000000006e-05,0.00044587600000000005,0.0036086726,3.84979e-05,5.11511e-05,0.0020003414000000002,0.0001984562,0.0002911233
0 to 2.5k,0.9944359064,0.0001483733,0.0007448957,0.0012772200000000001,0.0001355347,0.00036207510000000004,1.2219100000000001e-05,7.33029e-05,3.6377999999999997e-06,0.0003422214,6.96e-07,0.00012115,0.0018987985,6.057e-07,1.4871e-06,0.0004197231,1.5027800000000002e-05,7.0007e-06
0 to 2.5k,0.9956477284,0.0001119698,0.0006586175000000001,0.0015480842,6.71158e-05,0.0006098947000000001,9.735599999999999e-06,7.31319e-05,4.936099999999999e-06,0.00010761390000000001,9.180999999999998e-07,4.6224200000000004e-05,0.0008894755,9.528999999999999e-07,9.678e-07,0.0001990635,1.23485e-05,1.1259400000000001e-05
0 to 2.5k,0.9908407927,0.0002751826,0.0020544759,0.0018726108,0.0001935321,0.002643022,2.05558e-05,9.87e-05,1.0268900000000001e-05,0.0003204579,1.217e-06,7.24508e-05,0.0011164417,1.2665999999999999e-06,3.3895e-06,0.0004527043,8.3793e-06,1.4365200000000001e-05
0 to 2.5k,0.9960423708,0.0003512886,0.0005752725,0.0005037086,0.0004720285,0.0005781236,0.0001386384,0.0001873319,3.87258e-05,0.0001204936,1.7287600000000004e-05,0.0001314337,0.0001977971,1.72321e-05,1.20102e-05,0.00044333800000000004,6.397750000000001e-05,0.0001087655
0 to 2.5k,0.8165473938000001,0.0100332974,0.022829102400000002,0.013034336300000001,0.010979481000000001,0.0139796399,0.0053094747000000005,0.0039033671,0.0041402951,0.0027789788,0.0078781703,0.0020323417000000002,0.0045993477,0.0062357006000000005,0.0012765606000000001,0.0022080771,0.0022660994000000003,0.06996839490000001
0 to 2.5k,0.8544763327,0.00477878,0.0301150773,0.0219094697,0.0067553292,0.021819748,0.0010943409,0.0044538388,0.0009705778000000001,0.012819638500000001,0.0001956649,0.0028324218,0.0229112897,0.0001706592,0.0004187226,0.0124639636,0.0007932458,0.0010209322
0 to 2.5k,0.9543181062,0.0019217867,0.0022113458000000003,0.0195697471,0.00035309750000000003,0.0058766752000000005,0.00035495110000000003,0.00039789160000000003,0.0001291386,0.0007188078000000001,2.9211800000000004e-05,0.0012376987,0.0110326884,2.6546000000000006e-05,1.8174800000000004e-05,0.0014033299000000001,0.00017180720000000002,0.000228974
0 to 2.5k,0.9796717763,0.0006443347,0.0052510756,0.0032695907,0.0015313247000000002,0.0042540533,0.0001179029,0.00025125200000000004,6.89856e-05,0.0013423217,9.9461e-06,0.00033594850000000004,0.0018175014000000001,1.4299000000000002e-05,2.4916100000000004e-05,0.0011282638,4.34484e-05,0.0002231325
0 to 2.5k,0.9935296178,0.0013830193,0.00028275530000000003,0.0022228777,7.26838e-05,0.0011416010000000001,0.00019578140000000002,3.836400000000001e-05,1.12307e-05,0.0002906745,1.1134999999999998e-06,0.0001103892,0.00039929150000000003,1.2051e-06,6.8582e-06,0.0003046344,6.209399999999999e-06,1.9313e-06
0 to 2.5k,0.9972754121,0.0002805752,0.00024200800000000002,9.883210000000001e-05,0.0005590989,0.00013175100000000002,0.0009267162,7.1412e-06,2.1981600000000003e-05,0.0001364703,7.9156e-06,5.68814e-05,0.0001043564,4.0026e-06,6.9748e-06,0.0001144724,6.5246999999999995e-06,1.87264e-05
0 to 2.5k,0.9900292754000001,0.0002853037,0.0007289495000000001,0.0045305272,0.0007664191,0.00048486870000000003,8.682550000000002e-05,0.0004042895,4.70787e-05,0.00045943110000000003,9.1792e-06,0.0001324063,0.0010919778,1.2799300000000001e-05,1.1329500000000002e-05,0.0006979243,7.22577e-05,0.00014918020000000002
0 to 2.5k,0.9949758053000001,0.0001407377,0.0011085427000000001,0.0019490424000000001,0.0003450516,0.0005508910000000001,1.7848000000000003e-05,0.0001394168,1.3025100000000002e-05,0.0001650756,6.8036e-06,3.0936e-05,0.0002611359,7.1999e-06,5.4823e-06,0.0001241015,2.52393e-05,0.0001336149
0 to 2.5k,0.9907588959,0.0001705113,0.0014013272,0.0028359958000000003,0.0001309054,0.0008041691,1.2281500000000001e-05,0.00013490990000000001,6.8048e-06,0.0004606988,9.471e-07,8.70923e-05,0.0024878127,8.025e-07,1.657e-06,0.0006793070000000001,1.64578e-05,9.308999999999998e-06
0 to 2.5k,0.9947439432,0.0004071182,0.0006413854,0.0021759293,4.29808e-05,0.00044143800000000005,2.09156e-05,2.5307e-05,2.2468e-06,0.0002620188,4.98e-07,0.0001914462,0.0008320266,6.573e-07,9.602e-07,0.0001965099,7.2481999999999995e-06,7.6262e-06
0 to 2.5k,0.9835597277,0.0005718979,0.0059393020000000005,0.0020216536,0.0028740398,0.0014646228000000001,0.00025813130000000003,0.00028405790000000003,8.06585e-05,0.0010425118000000001,3.61332e-05,0.0001609024,0.0003933299,3.6635200000000005e-05,4.18896e-05,0.0008748782,0.00015173,0.00020791360000000001
0 to 2.5k,0.9383359551,0.0014552828,0.0190061182,0.017032031,0.001202925,0.0072767502,0.0001013596,0.0008647484000000001,7.174680000000002e-05,0.0034063119000000003,1.09984e-05,0.0005769986,0.0081502041,1.0734200000000001e-05,2.4629800000000003e-05,0.0022818004,0.0001594033,3.2244700000000007e-05
0 to 2.5k,0.9870522618,0.0004197531,0.0004468022,0.0071098497,0.0004336168,0.0003401734,6.095830000000001e-05,0.00048178930000000004,3.2023e-05,0.0003891287,8.895799999999999e-06,0.0001756003,0.0023045791,9.014200000000001e-06,9.8489e-06,0.0005707972,7.26258e-05,8.22846e-05
0 to 2.5k,0.9965309501,0.0002081257,0.0002083783,0.0012224985,0.00037522300000000005,0.0003410442,6.25864e-05,0.00010760010000000001,1.8364800000000004e-05,0.0001391706,2.8131e-06,7.22596e-05,0.00037231330000000003,3.2858e-06,4.3186e-06,0.0002880347,2.27685e-05,1.9921000000000005e-05
0 to 2.5k,0.9961544871,0.0002665034,0.0004404212,0.0011036198,0.0004075521,0.00023145740000000002,5.913160000000001e-05,9.951420000000001e-05,1.04168e-05,0.0003102406,2.6537e-06,0.00010238430000000001,0.0002734091,3.1301e-06,4.665e-06,0.0004707549,3.30115e-05,2.6752600000000005e-05
0 to 2.5k,0.8772198558000001,0.0043555037,0.0191907082,0.0315484293,0.003519696,0.012502170200000001,0.0007928464000000001,0.0038689752000000003,0.0006554011,0.0047573550000000004,0.0001620453,0.0033988892,0.028489312200000002,0.0001707526,0.0002349436,0.0072157001,0.0009199943,0.0009972748
0 to 2.5k,0.9831884503,0.0009915703,0.0020213281000000002,0.0031566389,0.0004422542,0.0037072317000000003,0.0001117496,0.0003558654,4.76173e-05,0.0008777707000000001,1.1493800000000002e-05,0.0002651838,0.0032269971,8.664899999999999e-06,2.4928400000000003e-05,0.0014519112,5.113010000000001e-05,5.93075e-05
0 to 2.5k,0.9503875375,0.0021329105,0.0115737775,0.0115894899,0.0022966161,0.0079200538,0.0003264693,0.0016573266,0.0002250866,0.0035496505000000003,4.6289800000000005e-05,0.0005132165,0.0031701841,4.5758600000000006e-05,9.225220000000001e-05,0.0039278031,0.0002144192,0.0003310355
0 to 2.5k,0.9881582856000001,0.00023407940000000002,0.0016792946,0.0044262554,0.0002047242,0.0011409422000000001,2.4802500000000002e-05,0.00011214060000000001,1.2803100000000001e-05,0.0005998294,1.1556999999999998e-06,0.0001609925,0.0026303895,1.4467e-06,2.1402e-06,0.0005733755,1.72649e-05,1.9965100000000003e-05
0 to 2.5k,0.9968069792,0.0005757668000000001,0.00012919330000000002,0.0002170379,0.0002032262,0.000208258,0.0015683058000000001,4.1786e-06,2.2160700000000003e-05,6.80954e-05,6.2156e-06,4.0458200000000005e-05,5.82886e-05,3.6558999999999996e-06,4.5098000000000004e-06,6.58225e-05,3.9672e-06,1.40828e-05
0 to 2.5k,0.9754554033,0.0016997476000000001,0.0021477370000000003,0.005161101,0.0019315572,0.0013830228,0.0002372787,0.0006099957,8.981990000000001e-05,0.003803293,2.47727e-05,0.0005569020000000001,0.0043258201,2.31397e-05,7.326150000000001e-05,0.0021317212,0.000114531,0.0002308221
0 to 2.5k,0.980091393,0.0007646605000000001,0.006180535500000001,0.0035392952,0.0007912082,0.0029900903,8.14729e-05,0.0002999597,4.1926800000000007e-05,0.0008362488,1.3293100000000002e-05,0.0005036675,0.002497066,1.5477400000000002e-05,1.6536300000000003e-05,0.0010429381,8.972650000000001e-05,0.0002045731
0 to 2.5k,0.9987603426,5.6506600000000005e-05,0.0002031588,0.0004837264,0.00010024550000000001,7.90133e-05,7.235299999999999e-06,3.6146e-05,2.1381e-06,7.502870000000001e-05,5.151e-07,9.9657e-06,6.34553e-05,5.309e-07,7.898999999999999e-07,0.0001088072,6.4367e-06,5.8538e-06
0 to 2.5k,0.9977183342,0.0002420734,9.985670000000001e-05,0.0009120874,8.47242e-05,0.0002943836,7.59802e-05,2.3203600000000003e-05,6.511499999999999e-06,8.631750000000002e-05,6.403999999999999e-07,5.1432100000000005e-05,0.0002584118,5.885e-07,2.2902e-06,0.0001362497,5.9332e-06,9.534000000000001e-07
0 to 2.5k,0.9919061661,0.0004969227,0.0010403949000000001,0.0025585841,0.0005034126,0.0006110769,6.378530000000001e-05,0.0003447786,2.8793100000000004e-05,0.0004817658,8.3038e-06,0.0001280895,0.0008278802,9.0875e-06,1.4465e-05,0.0008545470000000001,4.796700000000001e-05,7.405150000000001e-05
0 to 2.5k,0.9853152037,0.0003097005,0.0012434382,0.0046725115000000005,0.00015600140000000001,0.0006772169,1.66783e-05,0.00011676940000000001,5.238599999999999e-06,0.0010115880000000001,7.046e-07,0.0001864795,0.0054013343,6.212e-07,2.2761e-06,0.00086229,1.56145e-05,6.380499999999999e-06
0 to 2.5k,0.9144311547,0.0049299872,0.005241884400000001,0.0223932173,0.0005949320000000001,0.0217415467,0.0003226031,0.0015929234000000001,0.0001678347,0.0021735730000000003,3.072760000000001e-05,0.0009915968,0.0199924763,2.5878000000000002e-05,9.886310000000001e-05,0.0050775209,0.0001220603,7.116710000000001e-05
0 to 2.5k,0.9520825744,0.0020397191,0.010430396500000001,0.0119475313,0.0020342874,0.0076372037,0.0002974391,0.0015566164,0.0002049319,0.0033321404,3.9128700000000004e-05,0.0004889757,0.0035190335,3.74126e-05,7.798510000000001e-05,0.0037992918,0.00019153210000000002,0.00028364920000000004
0 to 2.5k,0.9981107712,0.0001802242,0.0001379684,0.00042389150000000003,0.0001341864,0.0005301631,4.598010000000001e-05,5.0338700000000006e-05,9.0516e-06,4.441570000000001e-05,2.2675999999999997e-06,2.7814700000000003e-05,0.00011394,2.0624999999999997e-06,3.2324e-06,0.0001611053,9.706799999999998e-06,1.26939e-05
0 to 2.5k,0.9835145473,0.0005602729,0.0010835732,0.0045276452,0.0020564117,0.0007199688,0.0003046979,0.0004249112,0.000144906,0.0012381524,5.4914900000000005e-05,0.00037294650000000004,0.0029047939,6.0782900000000004e-05,4.16064e-05,0.0008059163,0.0001761291,0.0010078057
0 to 2.5k,0.9976135492,0.0002316757,0.000140673,0.0008724069,0.0002067406,0.0001412937,0.0001103299,4.22453e-05,9.5991e-06,0.0001045799,2.2853e-06,0.0001242711,0.0002122967,2.3052e-06,3.652e-06,0.0001479115,2.8871000000000005e-05,5.3212e-06
0 to 2.5k,0.9779865146000001,0.0010197745,0.0004877818,0.0087764598,0.0025735677,0.0004400462,0.0005824937,0.0008902218,0.00022279690000000002,0.0009227817,9.611100000000002e-05,0.0005855676,0.0027609086,0.0001016149,7.08449e-05,0.0010065481,0.0003256689,0.0011503715
0 to 2.5k,0.24897336960000002,0.07167466730000001,0.1266655922,0.031847883,0.0441766605,0.1431613415,0.031054979200000003,0.0195493735,0.024131238500000003,0.041767258200000004,0.0154271005,0.0237330757,0.0511590987,0.0119539332,0.0154575044,0.053124535800000004,0.0070776567000000006,0.0390647128
0 to 2.5k,0.9988429546,0.000181346,0.0001753049,0.0002593313,9.412850000000001e-05,0.00016740060000000002,2.45761e-05,3.18099e-05,3.398e-06,3.6944900000000006e-05,1.3519000000000001e-06,1.8084700000000003e-05,3.068420000000001e-05,1.2049e-06,1.7244000000000002e-06,0.000116497,8.4521e-06,4.9286e-06
0 to 2.5k,0.9910995364,0.0011022781,0.0003508741,0.0030204479,0.0008564356,0.00038242530000000003,0.0001244187,0.0003847985,3.71216e-05,0.0007308038,1.6313500000000002e-05,0.00011928850000000001,0.0008359416000000001,1.5409600000000002e-05,3.54934e-05,0.0006647984,6.76319e-05,0.00015602400000000002
0 to 2.5k,0.9888647795000001,0.0009945559000000001,0.0013654931,0.0018026278,0.0009200436,0.0004743896,0.0001888549,0.00019929530000000002,2.4094700000000005e-05,0.0009987169,9.608599999999998e-06,0.0007007765,0.0018942434,8.3732e-06,2.8007700000000003e-05,0.0014000094000000002,0.0001050701,2.09935e-05
0 to 2.5k,0.9865636826,0.00043806680000000003,0.0004468814,0.0074213929000000005,0.0004664334,0.00034292320000000004,6.582320000000001e-05,0.0005127945000000001,3.4681600000000004e-05,0.0004059429,9.732100000000001e-06,0.0001807166,0.0023338157,9.849199999999999e-06,1.0782400000000002e-05,0.0005893729,7.69487e-05,8.99598e-05
0 to 2.5k,0.9806997776,0.0002991032,0.0044736327,0.0067837792,0.0007614195,0.0016017378,3.9236800000000004e-05,0.0003101677,3.75394e-05,0.0009851293,5.154399999999999e-06,0.0001632601,0.0029872507,6.3898e-06,8.896000000000001e-06,0.0007024567,4.78304e-05,8.73092e-05
0 to 2.5k,0.9327726364000001,0.0015480313000000002,0.0023876221000000003,0.034975759700000005,0.0011890415,0.0015546447,0.00016146620000000002,0.0007055728000000001,7.46014e-05,0.0045109550000000005,1.05484e-05,0.0007113219,0.0173440427,1.2199700000000001e-05,3.07191e-05,0.0017958522,0.00010580580000000001,0.0001092649
0 to 2.5k,0.8215281367,0.0065895529,0.0341702066,0.026285225500000002,0.0056144032000000005,0.0268607587,0.0009996612,0.0024883761,0.0005650459,0.0197685212,8.99715e-05,0.0039923843,0.0392903648,7.799920000000001e-05,0.0002716362,0.0103751784,0.0004994349,0.0005329468
0 to 2.5k,0.9907439351,0.00034955260000000003,0.0006852081,0.0034046008,0.0006891799,0.0003723314,6.813690000000001e-05,0.0002290221,2.59551e-05,0.0006972093000000001,3.9325e-06,0.000214829,0.0015532153,5.3719999999999996e-06,9.2508e-06,0.0008607514,3.43896e-05,5.309260000000001e-05
0 to 2.5k,0.9985525012,0.0001731433,0.0001207703,0.0001615171,0.0002814258,5.7817100000000006e-05,0.0002206475,2.9774e-06,4.1199999999999995e-06,0.0002010442,5.583999999999999e-07,2.7111500000000003e-05,7.92483e-05,3.746e-07,1.6808e-06,0.0001113105,2.0697999999999996e-06,1.4300999999999999e-06
