,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,BEGIN_RANGE,END_RANGE,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,BEGIN_YEAR,BEGIN_MONTH,DURATION_seconds,binary_damage
5056,0,0,0,0,2.0,1.0,22.1953,-159.3787,21.961,-159.6492,2014,02,14880.000000000002,0
41734,0,0,0,0,1.0,1.0,44.54,-95.11,44.54,-95.11,2014,06,0.0,0
9214,0,0,0,0,0.0,0.0,39.27,-84.4,39.27,-84.4,2012,04,1680.0,0
32918,0,0,0,0,7.0,7.0,37.12,-107.49,37.12,-107.49,2012,07,4200.0,0
18755,0,0,0,0,2.0,2.0,35.4067,-92.4064,35.4067,-92.4064,2011,11,2591940.0,0
37920,0,0,0,0,3.0,3.0,42.2,-103.03,42.2,-103.03,2012,04,3600.0,0
56526,0,0,0,0,3.0,3.0,36.223,-86.249,36.223,-86.249,2012,10,86400.0,0
17422,0,0,0,0,22.0,22.0,46.84,-110.72,46.84,-110.72,2015,06,0.0,0
59064,0,0,0,0,1.0,1.0,40.83,-92.89,40.83,-92.89,2014,08,0.0,0
42332,0,0,0,0,1.0,1.0,43.17,-93.19,43.17,-93.19,2018,06,86400.0,0
33926,0,0,0,0,2.0,2.0,20.8668,-156.3684,20.6483,-156.1047,2014,10,13920.0,0
54615,0,0,0,0,4.0,4.0,36.3922,-92.8964,36.3922,-92.8964,2008,06,1200.0,0
14290,0,0,0,0,3.0,3.0,18.4156,-66.0797,18.4156,-66.0797,2009,11,10440.0,0
46516,0,0,0,0,1.0,1.0,41.68,-94.49,41.68,-94.49,2017,08,11100.0,0
48880,0,0,0,0,0.0,0.0,36.67,-88.98,36.67,-88.98,2012,09,82800.0,0
38957,0,0,0,0,2.0,1.0,20.8872,-156.4069,20.7533,-155.9908,2015,10,10200.0,0
24203,0,0,0,0,0.0,0.0,35.17,-92.28,35.17,-92.28,2014,07,3600.0,0
22134,0,0,0,0,1.0,1.0,38.4265,-81.7456,38.4265,-81.7456,2013,07,3300.0,0
45429,0,0,0,0,4.0,4.0,45.97,-86.1,45.97,-86.1,2012,06,18000.0,0
41783,0,0,0,0,1.0,1.0,40.82,-92.89,40.82,-92.89,2015,09,18000.0,0
24693,0,0,0,0,2.0,0.0,34.0411,-93.68,34.03,-93.42,2013,09,172740.0,0
47855,0,0,0,0,1.0,1.0,30.31,-81.39,30.31,-81.39,2015,11,77520.0,0
38285,0,0,0,0,2.0,2.0,42.04,-95.33,42.04,-95.33,2018,08,172800.0,0
52439,0,0,0,0,2.0,2.0,37.0995,-87.8443,37.0995,-87.8443,2014,08,7200.0,0
2037,0,0,0,0,0.0,0.0,37.13,-96.18,37.13,-96.18,2014,10,0.0,0
32441,0,0,0,0,6.0,6.0,18.4107,-65.90100000000001,18.4107,-65.90100000000001,2010,03,3600.0,0
51511,0,0,0,0,0.0,0.0,35.15,-92.75,35.15,-92.75,2009,09,1771140.0,0
64888,0,0,0,0,4.0,4.0,34.8108,-81.3711,34.8108,-81.3711,2008,08,21600.0,0
52459,0,0,0,0,11.0,11.0,37.4,-101.76,37.4,-101.76,2017,07,14400.0,0
55661,0,0,0,0,1.0,1.0,26.41,-99.0,26.41,-99.0,2009,09,720.0,0
58982,0,0,0,0,6.0,6.0,40.5502,-99.2937,40.5502,-99.2937,2011,10,86400.0,0
44043,0,0,0,0,3.0,3.0,43.65,-95.47,43.65,-95.47,2014,06,18000.0,0
48224,0,0,0,0,0.0,0.0,38.1,-76.83,38.1,-76.83,2016,09,259200.00000000003,0
41093,0,0,0,0,0.0,0.0,41.6,-93.72,41.6,-93.72,2012,04,0.0,0
60346,0,0,0,0,1.0,1.0,30.51,-84.33,30.51,-84.33,2011,12,34200.0,0
16026,0,0,0,0,4.0,4.0,40.1535,-98.62100000000001,40.1535,-98.62100000000001,2017,05,60300.00000000001,0
26078,0,0,0,0,1.0,1.0,40.03,-98.19,40.03,-98.19,2012,06,50400.0,0
33882,0,0,0,0,5.0,5.0,37.84,-91.7,37.84,-91.7,2018,09,86400.0,0
54573,0,0,0,0,6.0,6.0,40.2868,-98.07,40.2868,-98.07,2017,07,86400.0,0
7570,0,0,0,0,2.0,2.0,40.4591,-124.0737,40.4591,-124.0737,2017,01,46800.0,1
31908,0,0,0,0,6.0,6.0,33.67,-112.19,33.67,-112.19,2014,09,10800.0,0
8402,0,0,0,0,3.0,3.0,39.4098,-84.6125,39.4098,-84.6125,2013,07,3600.0,0
26802,0,0,0,0,2.0,2.0,42.98,-93.39,42.98,-93.39,2016,07,8100.000000000001,0
33420,0,0,0,0,5.0,3.0,34.17,-112.41,34.1801,-112.581,2016,08,18000.0,0
35596,0,0,0,0,2.0,2.0,41.6,-93.81,41.6,-93.81,2009,06,1500.0,0
23202,0,0,0,0,1.0,3.0,34.34,-110.8,34.3118,-110.76,2011,08,2700.0,0
52777,0,0,0,0,2.0,1.0,21.3919,-157.7719,21.5732,-158.1468,2017,07,10680.0,0
15205,0,0,0,0,3.0,4.0,27.6571,-97.3861,27.6466,-97.413,2010,09,35280.0,0
50226,0,0,0,0,2.0,2.0,41.74,-93.72,41.74,-93.72,2018,07,21600.0,0
8044,0,0,0,0,0.0,0.0,35.15,-114.57,35.15,-114.57,2012,04,9000.0,1
53987,0,0,0,0,5.0,5.0,46.43,-104.19,46.43,-104.19,2013,09,0.0,0
7265,0,0,0,0,0.0,0.0,40.3,-98.27,40.3,-98.27,2015,06,86400.0,0
26805,0,0,0,0,1.0,1.0,42.26,-94.07,42.26,-94.07,2016,07,11100.0,0
39159,0,0,0,0,1.0,1.0,41.03,-92.4,41.03,-92.4,2018,08,86400.0,0
23798,0,0,0,0,0.0,0.0,37.08,-88.63,37.08,-88.63,2010,01,1800.0,0
36677,0,0,0,0,0.0,2.0,21.5956,-157.9031,21.3882,-157.7836,2015,05,10440.0,0
53090,0,0,0,0,0.0,0.0,40.63,-93.9,40.63,-93.9,2014,06,86400.0,0
58311,0,0,0,0,1.0,1.0,30.500999999999998,-94.9895,30.500999999999998,-94.9895,2014,07,3600.0,1
41486,0,0,0,0,1.0,1.0,37.32,-92.6,37.32,-92.6,2015,06,0.0,0
52773,0,0,0,0,1.0,1.0,41.69,-93.07,41.69,-93.07,2015,12,115200.0,0
37296,0,0,0,0,2.0,2.0,40.52,-106.8319,40.52,-106.8319,2013,07,2280.0,0
52571,0,0,0,0,2.0,2.0,36.2549,-86.7307,36.2549,-86.7307,2016,07,86400.0,0
61177,0,0,0,0,0.0,0.0,27.894000000000002,-81.9769,27.894000000000002,-81.9769,2008,07,9000.0,0
28974,0,0,0,0,1.0,1.0,21.5119,-158.0672,21.2987,-157.6806,2016,09,10380.0,0
9521,0,0,0,0,0.0,1.0,40.42,-74.37,40.4864,-74.28699999999999,2014,12,36000.0,0
4981,0,0,0,0,2.0,4.0,21.2011,-157.2205,21.1352,-156.9143,2010,12,10380.0,0
57907,0,0,0,0,0.0,0.0,30.39,-84.35,30.39,-84.35,2011,12,35400.0,0
44570,0,0,0,0,14.0,14.0,37.71,-100.83,37.71,-100.83,2012,07,28800.0,0
62899,0,0,0,0,0.0,0.0,37.33,-77.07,37.33,-77.07,2008,09,43200.0,0
24212,0,0,0,0,0.0,0.0,35.22,-91.73,35.22,-91.73,2013,07,480.00000000000006,0
55895,0,0,0,0,0.0,0.0,37.33,-77.07,37.33,-77.07,2018,10,43200.0,0
65768,0,0,0,0,0.0,0.0,40.77,-75.6,40.62,-75.2,2008,09,21600.0,0
25706,0,0,0,0,1.0,1.0,41.59,-93.7,41.59,-93.7,2016,07,44160.0,0
33139,0,0,0,0,0.0,0.0,36.83,-76.1,36.83,-76.1,2008,12,115200.0,0
40041,0,0,0,0,0.0,0.0,43.57,-76.13,43.57,-76.13,2018,08,0.0,0
20942,0,0,0,0,8.0,8.0,38.55,-99.6,38.55,-99.6,2008,08,35040.0,0
49826,0,0,0,0,4.0,4.0,36.0297,-86.9009,36.0297,-86.9009,2017,11,0.0,0
65818,0,0,0,0,0.0,0.0,40.43,-75.43,40.18,-74.82,2008,09,25200.0,0
52953,0,0,0,0,1.0,1.0,42.56,-92.4,42.56,-92.4,2015,12,113400.0,0
63042,0,0,0,0,0.0,0.0,47.03,-88.68,47.03,-88.68,2012,07,21600.0,0
8795,0,0,0,0,0.0,0.0,37.25,-83.2,37.25,-83.2,2009,07,10800.0,0
30027,0,0,0,0,1.0,1.0,29.37,-81.91,29.37,-81.91,2016,09,0.0,0
54053,0,0,0,0,1.0,1.0,43.07,-94.31,43.07,-94.31,2018,09,86400.0,0
5586,0,0,0,0,0.0,1.0,20.9321,-156.6802,20.6895,-156.0457,2010,12,8880.0,0
41650,0,0,0,0,0.0,0.0,37.6,-85.92,37.6,-85.92,2009,06,0.0,0
35845,0,0,0,0,2.0,2.0,40.45,-74.85,40.45,-74.85,2016,08,0.0,0
57544,0,0,0,0,1.0,1.0,39.88,-93.19,39.88,-93.19,2008,06,0.0,0
30877,0,0,0,0,4.0,4.0,38.99,-99.53,38.99,-99.53,2016,09,25200.0,0
56208,0,0,0,0,0.0,0.0,41.3,-94.57,41.3,-94.57,2017,09,11700.0,0
39910,0,0,0,0,2.0,5.0,19.9166,-155.1462,19.6426,-155.105,2008,04,6540.0,0
40671,0,0,0,0,1.0,3.0,39.8515,-75.1046,39.7571,-75.2675,2015,04,14400.0,0
53027,0,0,0,0,0.0,0.0,37.75,-77.48,37.75,-77.48,2010,03,64800.00000000001,0
31019,0,0,0,0,1.0,1.0,41.5,-94.64,41.5,-94.64,2016,09,43200.0,0
36323,0,0,0,0,0.0,0.0,37.0,-89.18,37.0,-89.18,2011,12,194400.0,0
9278,0,0,0,0,0.0,0.0,34.2,-117.1,34.2,-117.1,2012,08,9000.0,0
14351,0,0,0,0,0.0,0.0,37.67,-76.88,37.67,-76.88,2009,11,172800.0,0
48094,0,0,0,0,0.0,0.0,36.72,-76.27,36.72,-76.27,2017,07,0.0,0
9861,0,0,0,0,0.0,0.0,30.68,-92.27,30.68,-92.27,2013,04,1800.0,0
37371,0,0,0,0,3.0,3.0,40.74,-92.29,40.74,-92.29,2018,08,86400.0,0
31753,0,0,0,0,3.0,3.0,35.5266,-101.18,35.5266,-101.18,2013,06,6300.0,0
45512,0,0,0,0,1.0,1.0,36.81,-119.65,36.81,-119.65,2016,12,0.0,0
62534,0,0,0,0,5.0,5.0,18.4477,-66.0532,18.4527,-66.0704,2010,12,4320.0,0
36009,0,0,0,0,3.0,2.0,21.4215,-158.1219,21.3303,-157.7319,2018,09,9780.0,0
25145,0,0,0,0,0.0,0.0,39.52,-75.23,39.22,-74.97,2008,12,32400.000000000004,0
19312,0,0,0,0,1.0,1.0,37.2,-93.22,37.2,-93.22,2015,07,0.0,0
9198,0,0,0,0,0.0,0.0,37.13,-83.28,37.13,-83.28,2013,05,7200.0,0
31064,0,0,0,0,3.0,3.0,27.54,-82.42200000000001,27.54,-82.42200000000001,2014,09,316740.0,0
54244,0,0,0,0,0.0,0.0,37.05,-77.95,37.05,-77.95,2010,03,64800.00000000001,0
15789,0,0,0,0,0.0,0.0,18.32,-65.28,18.32,-65.28,2009,11,32400.000000000004,0
17856,0,0,0,0,7.0,7.0,17.7134,-64.8798,17.7134,-64.8798,2009,09,86400.0,0
28987,0,0,0,0,4.0,4.0,43.4765,-96.7605,43.4765,-96.7605,2017,08,0.0,0
52973,0,0,0,0,0.0,0.0,43.07,-94.23,43.07,-94.23,2018,09,86400.0,0
19740,0,0,0,0,3.0,3.0,43.4,-92.5,43.4,-92.5,2016,06,18000.0,0
26093,0,0,0,0,5.0,5.0,39.4685,-97.98299999999999,39.4685,-97.98299999999999,2012,06,41400.0,0
45047,0,0,0,0,1.0,1.0,45.7457,-87.0581,45.7457,-87.0581,2012,06,16200.000000000002,0
50244,0,0,0,0,1.0,1.0,29.58,-98.52,29.58,-98.52,2014,06,3600.0,0
43193,0,0,0,0,6.0,6.0,40.3302,-99.6736,40.3302,-99.6736,2011,05,0.0,0
13286,0,0,0,0,2.0,2.0,34.5467,-93.57799999999999,34.5467,-93.57799999999999,2015,06,3600.0,0
20125,0,0,0,0,3.0,3.0,36.73,-78.36,36.73,-78.36,2018,06,0.0,0
46452,0,0,0,0,1.0,1.0,37.51,-92.66,37.51,-92.66,2015,07,0.0,0
35607,0,0,0,0,2.0,2.0,33.78,-81.85,33.78,-81.85,2017,07,480.00000000000006,0
27740,0,0,0,0,4.0,4.0,36.63,-94.58,36.63,-94.58,2017,04,0.0,0
31081,0,0,0,0,0.0,0.0,36.87,-87.65,37.05,-87.48,2012,02,7200.0,0
10254,0,0,0,0,2.0,1.0,20.8607,-156.9379,20.7534,-156.8726,2018,02,9240.0,0
26182,0,0,0,0,4.0,4.0,33.8,-110.5,33.8,-110.5,2008,01,0.0,0
32969,0,0,0,0,1.0,2.0,26.3089,-80.0933,26.3167,-80.1472,2010,03,6600.0,0
9616,0,0,0,0,6.0,3.0,19.2574,-155.4044,19.044,-155.6025,2013,10,8400.0,0
16258,0,0,0,0,5.0,5.0,46.7576,-104.08,46.7576,-104.08,2010,06,3600.0,0
35567,0,0,0,0,129.0,129.0,42.7107,-92.5827,42.7107,-92.5827,2016,08,27000.0,0
47465,0,0,0,0,1.0,6.0,19.8805,-155.1366,19.3916,-155.3096,2017,10,20280.0,0
45346,0,0,0,0,1.0,1.0,37.0698,-88.6172,37.0698,-88.6172,2008,06,3600.0,0
50054,0,0,0,0,0.0,0.0,37.83,-78.0,37.63,-77.8,2015,11,86400.0,0
33825,0,0,0,0,13.0,6.0,65.6991,-144.3947,65.7501,-144.1942,2011,06,255600.00000000003,0
41646,0,0,0,0,0.0,0.0,42.02,-95.35,42.02,-95.35,2013,05,3900.0000000000005,0
48505,0,0,0,0,1.0,1.0,43.66,-90.55,43.66,-90.55,2010,08,14400.0,0
49356,0,0,0,0,8.0,8.0,47.35,-111.39,47.35,-111.39,2014,06,18000.0,0
12377,0,0,0,0,1.0,0.0,21.408,-157.9752,21.37,-157.9189,2009,02,2880.0,0
13950,0,0,0,0,5.0,5.0,37.89,-97.43,37.89,-97.43,2015,06,0.0,0
48750,0,0,0,0,3.0,3.0,37.14,-85.31,37.14,-85.31,2009,06,1920.0000000000002,0
34977,0,0,0,0,1.0,1.0,40.8,-94.48,40.8,-94.48,2016,08,28800.0,0
53738,0,0,0,0,0.0,0.0,36.87,-76.27,36.87,-76.27,2010,03,64800.00000000001,0
35561,0,0,0,0,1.0,1.0,37.99,-92.1,37.99,-92.1,2018,09,86400.0,0
53555,0,0,0,0,1.0,1.0,43.07,-94.22,43.07,-94.22,2018,09,86400.0,0
36411,0,0,0,0,2.0,2.0,21.6077,-157.9285,21.3278,-157.7438,2016,08,6900.0,0
5802,0,0,0,0,2.0,2.0,34.9905,-82.455,34.9905,-82.455,2013,06,3600.0,0
35542,0,0,0,0,2.0,1.0,21.1414,-157.2418,21.1601,-156.7447,2011,01,31680.000000000004,0
4980,0,0,0,0,2.0,0.0,21.5581,-158.2086,21.301,-157.6936,2010,12,33420.0,0
26038,0,0,0,0,2.0,2.0,41.541000000000004,-93.5967,41.541000000000004,-93.5967,2012,06,0.0,0
51533,0,0,0,0,0.0,0.0,36.4,-76.75,36.4,-76.75,2009,11,172800.0,0
30866,0,0,0,0,5.0,5.0,46.7524,-104.95,46.7524,-104.95,2010,05,0.0,0
31085,0,0,0,0,10.0,10.0,34.5163,-112.3527,34.7523,-112.5445,2014,07,7200.0,0
17160,0,0,0,0,3.0,3.0,37.5366,-83.72,37.5366,-83.72,2011,11,18000.0,0
28953,0,0,0,0,1.0,1.0,39.08,-74.82,39.08,-74.82,2016,09,0.0,0
3617,0,0,0,0,0.0,5.0,44.17,-112.23,44.4512,-111.8084,2014,08,2595540.0,0
53449,0,0,0,0,0.0,0.0,38.48,-87.53,38.48,-87.53,2013,10,61200.00000000001,0
55760,0,0,0,0,5.0,5.0,38.03,-91.81,38.03,-91.81,2015,12,0.0,0
39595,0,0,0,0,3.0,4.0,19.9166,-155.1709,19.4303,-155.116,2008,04,10800.0,0
53380,0,0,0,0,6.0,6.0,18.4292,-66.0153,18.4292,-66.0153,2009,08,0.0,0
58341,0,0,0,0,3.0,3.0,36.54,-93.2,36.54,-93.2,2013,08,0.0,0
2993,0,0,0,0,5.0,5.0,38.0723,-76.7451,38.0723,-76.7451,2016,10,90000.0,0
53429,0,0,0,0,0.0,0.0,37.13,-76.5,37.13,-76.5,2012,08,0.0,0
30350,0,0,0,0,0.0,0.0,45.0,-93.67,45.0,-93.67,2013,06,1800.0,0
16134,0,0,0,0,0.0,2.0,17.98,-66.92,17.9719,-66.9428,2016,04,1620.0,0
54860,0,0,0,0,0.0,0.0,36.5,-79.75,36.5,-79.75,2018,10,86400.0,0
260,0,0,0,0,1.0,1.0,37.84,-94.71,37.84,-94.71,2016,05,0.0,0
57870,0,0,0,0,1.0,1.0,42.48,-92.36,42.48,-92.36,2010,07,16200.000000000002,0
57625,0,0,0,0,1.0,1.0,41.4128,-92.9205,41.4128,-92.9205,2010,07,57600.0,0
37705,0,0,0,0,1.0,1.0,41.47,-93.67,41.47,-93.67,2018,06,86400.0,0
62517,0,0,0,0,0.0,0.0,44.45,-92.28,44.45,-92.28,2011,06,7200.0,0
39489,0,0,0,0,1.0,1.0,37.62,-93.8,37.62,-93.8,2018,08,0.0,0
27482,0,0,0,0,3.0,3.0,45.33,-92.91,45.33,-92.91,2016,07,18000.0,0
47186,0,0,0,0,0.0,0.0,37.65,-83.25,37.65,-83.25,2012,09,86400.0,0
22050,0,0,0,0,2.0,0.0,21.4634,-158.0486,21.2971,-157.6957,2017,02,7020.0,0
36003,0,0,0,0,3.0,3.0,43.4,-92.5,43.4,-92.5,2016,08,39480.0,0
37109,0,0,0,0,1.0,1.0,41.06,-94.36,41.06,-94.36,2014,10,0.0,0
55296,0,0,0,0,2.0,2.0,37.9433,-76.756,37.9433,-76.756,2018,10,43200.0,0
39281,0,0,0,0,1.0,1.0,42.94,-94.68,42.94,-94.68,2015,08,16500.0,0
41998,0,0,0,0,5.0,5.0,40.74,-97.87,40.74,-97.87,2014,05,86400.0,0
51581,0,0,0,0,1.0,1.0,43.91,-88.03,43.91,-88.03,2015,12,103500.0,0
52190,0,0,0,0,2.0,2.0,34.11,-80.88,34.11,-80.88,2017,07,1800.0,0
47555,0,0,0,0,3.0,3.0,43.67,-96.57,43.67,-96.57,2014,06,7200.0,0
49977,0,0,0,0,6.0,6.0,42.22,-93.49,42.22,-93.49,2010,08,0.0,0
14022,0,0,0,0,5.0,5.0,37.9587,-107.8249,37.9587,-107.8249,2009,07,7200.0,0
4234,0,0,0,0,2.0,1.0,20.8152,-156.6074,21.0205,-156.6032,2010,01,8580.0,0
9757,0,0,0,0,2.0,2.0,29.51,-81.25,29.51,-81.25,2013,07,14400.0,0
29605,0,0,0,0,1.0,1.0,42.19,-92.46,42.19,-92.46,2009,04,172800.0,0
58935,0,0,0,0,1.0,1.0,29.8039,-85.2829,29.8039,-85.2829,2011,10,90000.0,0
40340,0,0,0,0,0.0,0.0,41.32,-93.1,41.32,-93.1,2013,04,0.0,0
26877,0,0,0,0,3.0,4.0,18.3168,-66.6959,18.2225,-66.7203,2017,04,185820.0,0
40428,0,0,0,0,1.0,1.0,42.55,-94.19,42.55,-94.19,2018,08,86400.0,0
26854,0,0,0,0,6.0,1.0,21.5745,-158.2723,21.5502,-157.8523,2008,12,10080.0,0
36266,0,0,0,0,1.0,1.0,40.76,-93.32,40.76,-93.32,2013,04,0.0,0
22235,0,0,0,0,1.0,1.0,38.17,-75.69,38.17,-75.69,2016,06,0.0,0
9357,0,0,0,0,3.0,3.0,30.24,-82.12,30.24,-82.12,2013,08,14400.0,0
41693,0,0,0,0,0.0,0.0,42.52,-93.27,42.52,-93.27,2013,05,0.0,0
48058,0,0,0,0,1.0,1.0,38.72,-120.78,38.72,-120.78,2016,10,172800.0,0
27675,0,0,0,0,1.0,1.0,37.59,-99.48,37.59,-99.48,2018,09,25200.0,0
51238,0,0,0,0,4.0,4.0,34.1,-80.79,34.1,-80.79,2017,07,7200.0,0
38137,0,0,0,0,1.0,1.0,38.84,-76.27,38.84,-76.27,2017,08,0.0,0
39561,0,0,0,0,1.0,1.0,42.31,-93.58,42.31,-93.58,2015,08,34500.0,0
60642,0,0,0,0,1.0,1.0,43.44,-93.22,43.44,-93.22,2011,07,12600.0,0
54929,0,0,0,0,1.0,3.0,19.6357,-155.9664,19.8567,-155.8122,2018,10,3300.0,0
14268,0,0,0,0,0.0,0.0,40.57,-74.22,40.33,-74.6,2009,12,25200.0,0
38386,0,0,0,0,1.0,1.0,41.6,-93.24,41.6,-93.24,2018,06,86400.0,0
10177,0,0,0,0,1.0,1.0,40.4193,-123.9759,40.4193,-123.9759,2017,02,41400.0,1
14058,0,0,0,0,1.0,1.0,37.54,-119.84,37.54,-119.84,2012,11,0.0,0
35294,0,0,0,0,1.0,1.0,41.67,-93.79,41.67,-93.79,2009,06,3600.0,0
22843,0,0,0,0,1.0,1.0,43.56,-90.89,43.56,-90.89,2014,06,22500.0,0
13234,0,0,0,0,8.0,1.0,19.3073,-155.50799999999998,19.214000000000002,-155.4868,2014,01,10080.0,0
28886,0,0,0,0,3.0,3.0,41.1566,-104.8733,41.1566,-104.8733,2014,09,86400.0,0
12169,0,0,0,0,2.0,4.0,20.7986,-156.032,20.6819,-156.1954,2009,02,18180.0,0
54054,0,0,0,0,5.0,5.0,42.96,-94.55,42.96,-94.55,2018,09,86400.0,0
65592,0,0,0,0,1.0,1.0,39.46,-92.44,39.46,-92.44,2008,07,0.0,0
35318,0,0,0,0,2.0,2.0,37.15,-93.2,37.15,-93.2,2018,09,86400.0,0
31981,0,0,0,0,1.0,1.0,42.93,-93.79,42.93,-93.79,2014,07,0.0,0
21346,0,0,0,0,1.0,1.0,36.86,-76.29,36.86,-76.29,2017,07,0.0,0
14779,0,0,0,0,2.0,2.0,37.6911,-88.23,37.6911,-88.23,2015,07,26100.0,0
32408,0,0,0,0,0.0,0.0,37.23,-80.02,37.23,-80.02,2018,05,1800.0,0
5326,0,0,0,0,5.0,2.0,19.829,-155.907,19.1621,-155.874,2010,12,7860.000000000001,0
49993,0,0,0,0,1.0,1.0,40.76,-94.75,40.76,-94.75,2008,06,1800.0,0
47638,0,0,0,0,0.0,0.0,36.62,-88.32,36.62,-88.32,2014,05,14400.0,0
21708,0,0,0,0,1.0,2.0,20.2341,-155.8438,19.065,-155.5994,2014,03,38400.0,0
20477,0,0,0,0,0.0,0.0,28.08,-82.58,28.08,-82.58,2008,09,3600.0,0
38190,0,0,0,0,5.0,5.0,37.3012,-83.1357,37.3012,-83.1357,2011,02,9600.0,0
57695,0,0,0,0,2.0,2.0,40.3506,-97.9445,40.3506,-97.9445,2013,08,43200.0,0
20617,0,0,0,0,4.0,4.0,38.62,-99.65,38.62,-99.65,2008,08,27000.0,0
63034,0,0,0,0,0.0,0.0,40.1,-98.53,40.1,-98.53,2011,05,86400.0,0
11947,0,0,0,0,1.0,1.0,39.76,-83.19,39.76,-83.19,2015,06,7200.0,0
56522,0,0,0,0,3.0,3.0,40.52,-98.11,40.52,-98.11,2013,08,43200.0,0
53273,0,0,0,0,27.0,27.0,35.9763,-100.9709,35.9763,-100.9709,2013,09,12600.0,0
42661,0,0,0,0,0.0,0.0,48.8,-105.17,48.8,-105.17,2010,05,14400.0,0
34984,0,0,0,0,2.0,2.0,42.91,-94.62,42.91,-94.62,2016,08,33300.0,0
53180,0,0,0,0,1.0,1.0,42.74,-92.48,42.74,-92.48,2018,09,86400.0,0
46990,0,0,0,0,4.0,4.0,37.08,-76.36,37.08,-76.36,2017,08,0.0,0
21989,0,0,0,0,0.0,0.0,40.75,-88.28,40.75,-88.28,2018,07,4500.0,0
61261,0,0,0,0,3.0,3.0,36.41,-97.69,36.41,-97.69,2008,07,0.0,0
2967,0,0,0,0,1.0,1.0,37.2102,-77.7572,37.2102,-77.7572,2016,10,90000.0,0
36475,0,0,0,0,1.0,1.0,34.6645,-103.9,34.6645,-103.9,2014,09,12300.0,0
2433,0,0,0,0,1.0,0.0,21.9636,-159.6739,22.2161,-159.3993,2013,04,11220.0,0
13103,0,0,0,0,1.0,1.0,28.1824,-82.7403,28.1824,-82.7403,2012,07,7200.0,0
39904,0,0,0,0,3.0,3.0,41.2307,-97.3892,41.2307,-97.3892,2017,08,86400.0,0
31576,0,0,0,0,6.0,6.0,36.0332,-106.1692,36.0332,-106.1692,2014,07,23400.0,0
1194,0,0,0,0,0.0,0.0,30.0,-91.82,30.0,-91.82,2013,05,3180.0,0
65953,0,0,0,0,0.0,0.0,37.68,-77.02,37.68,-77.02,2008,09,43200.0,0
41473,0,0,0,0,7.0,7.0,39.62,-107.84,39.626999999999995,-107.8361,2017,08,1800.0,0
45408,0,0,0,0,3.0,3.0,40.8,-94.91,40.8,-94.91,2017,10,86400.0,0
676,0,0,0,0,2.0,2.0,40.47,-74.59,40.47,-74.59,2016,07,0.0,0
27498,0,0,0,0,2.0,2.0,41.38,-92.92,41.38,-92.92,2016,07,29700.000000000004,0
61412,0,0,0,0,0.0,0.0,41.18,-93.73,41.18,-93.73,2008,07,21600.0,0
16997,0,0,0,0,1.0,1.0,32.32,-90.21,32.32,-90.21,2012,05,3300.0,0
9891,0,0,0,0,2.0,2.0,34.7,-79.9,34.7,-79.9,2013,06,1800.0,0
52453,0,0,0,0,3.0,3.0,35.2434,-101.82,35.2434,-101.82,2013,09,600.0,0
49834,0,0,0,0,2.0,2.0,39.4344,-107.0897,39.4351,-107.08,2018,07,1980.0000000000002,0
53685,0,0,0,0,3.0,3.0,42.86,-92.78,42.86,-92.78,2018,09,66540.0,0
1143,0,0,0,0,1.0,1.0,40.61,-74.87,40.61,-74.87,2016,07,0.0,0
29774,0,0,0,0,1.0,1.0,37.34,-99.21,37.34,-99.21,2014,07,7200.0,0
54216,0,0,0,0,0.0,0.0,43.88,-90.83,43.88,-90.83,2010,09,99000.0,0
21917,0,0,0,0,2.0,2.0,37.47,-119.74,37.47,-119.74,2014,02,0.0,0
28073,0,0,0,0,2.0,12.0,34.2995,-92.6548,34.3,-92.1898,2013,09,172740.0,0
34828,0,0,0,0,2.0,2.0,37.14,-93.27,37.14,-93.27,2018,09,86400.0,0
50168,0,0,0,0,1.0,1.0,41.46,-93.4,41.46,-93.4,2018,07,21600.0,0
51792,0,0,0,0,1.0,1.0,37.54,-91.54,37.54,-91.54,2009,09,0.0,0
30275,0,0,0,0,0.0,0.0,30.97,-83.18,30.97,-83.18,2012,03,86400.0,0
12611,0,0,0,0,0.0,0.0,38.08,-89.38,38.08,-89.38,2009,07,4200.0,0
53092,0,0,0,0,1.0,1.0,43.1,-94.68,43.1,-94.68,2018,09,86400.0,0
30247,0,0,0,0,1.0,1.0,42.19,-93.58,42.19,-93.58,2017,04,86400.0,0
37056,0,0,0,0,1.0,1.0,43.26,-90.73,43.26,-90.73,2009,07,0.0,0
33713,0,0,0,0,0.0,0.0,40.27,-81.0,40.27,-81.0,2018,09,259200.00000000003,0
12288,0,0,0,0,0.0,0.0,40.67,-94.72,40.67,-94.72,2015,07,87360.0,0
43820,0,0,0,0,4.0,4.0,36.9,-76.2,36.9,-76.2,2015,07,0.0,0
40297,0,0,0,0,4.0,4.0,18.1939,-65.7849,18.1939,-65.7849,2009,06,3600.0,0
16604,0,0,0,0,0.0,0.0,29.57,-81.21,29.57,-81.21,2011,01,86400.0,0
45225,0,0,0,0,2.0,2.0,41.33,-92.65,41.33,-92.65,2015,07,3000.0,0
31882,0,0,0,0,3.0,3.0,41.59,-93.86,41.59,-93.86,2018,05,28800.0,0
