BINNED_PROPERTY_DAMAGE,prob_0 to 2.5k,prob_100k to 200k,prob_10k to 20k,prob_2.5k to 5k,prob_200k to 300k,prob_20k to 30k,prob_300k to 400k,prob_30k to 40k,prob_400k to 500k,prob_40k to 50k,prob_500k to 600k,prob_50k to 75k,prob_5k to 10k,prob_600k to 700k,prob_700k to 800k,prob_75k to 100k,prob_800k to 900k,prob_900k to 1B,prob_greater than 1B
0 to 2.5k,0.4013946652,0.0354599915,0.0889383703,0.0705774128,0.0167901106,0.0812806487,0.0042913822,0.0243635606,0.012304836000000001,0.0736534745,0.0016885191000000001,0.0275577735,0.0936969146,0.0002948534,0.0030354168000000003,0.058153968300000004,0.0003048176,0.0027501683,0.0034630969
0 to 2.5k,0.8155414462,0.0156657118,0.0169386249,0.0266093016,0.0110395011,0.014393828800000001,0.0026380511000000002,0.005267490200000001,0.013333201400000001,0.014417721000000001,0.0029798890000000003,0.0056400783,0.0170797743,0.00019734440000000001,0.0033470516,0.020995006,0.0001233199,0.0053984816,0.0083941575
0 to 2.5k,0.4682705104,0.0171287041,0.1167788804,0.1029393598,0.006077023700000001,0.064593643,0.0023811155000000002,0.0178545099,0.0070785498,0.0412488617,0.0012437834,0.0170202963,0.1030498818,0.0001367502,0.001437115,0.028778102200000003,0.0002424378,0.0014681076,0.0022724404000000003
0 to 2.5k,0.7500081658000001,0.0162015781,0.025422854300000002,0.038844045300000005,0.0119020939,0.0212926213,0.0043715183,0.006938779700000001,0.016296735,0.018565172300000002,0.0045199064,0.0069313063000000005,0.0264505092,0.00035771100000000003,0.005802094900000001,0.0288948584,0.0002598364,0.0084075555,0.008532427300000001
0 to 2.5k,0.5380812883,0.0482312441,0.0316003487,0.034903381000000004,0.0397657976,0.042719431200000005,0.0108428933,0.012502349000000001,0.029811779000000004,0.0403376073,0.0070368885,0.015727942800000002,0.0353327468,0.0010625441,0.0111947833,0.0655719042,0.0005042590000000001,0.015643011800000002,0.01912985
0 to 2.5k,0.571289897,0.0142913898,0.0779250935,0.0934225023,0.0070019662,0.0487372689,0.0030841269000000003,0.012591728,0.0104529429,0.0303956345,0.0023801553000000002,0.010863365600000001,0.0801945776,0.0001752264,0.0028825656,0.027892381,0.0002241268,0.0033266207,0.0028684728000000002
0 to 2.5k,0.9197273850000001,0.0019978289,0.0080956081,0.021267199900000002,0.0022231308,0.011391555900000001,0.00037140130000000004,0.001181117,0.0021007911,0.0067064175,0.0002636816,0.0007090532,0.0097762505,7.6507e-06,0.0005487283000000001,0.0125711402,2.7942e-06,0.0005971681000000001,0.00046087700000000005
0 to 2.5k,0.9981829524,4.97838e-05,0.00013352090000000002,0.0008399689000000001,4.031520000000001e-05,8.37703e-05,3.3768e-06,2.39819e-05,0.00011580200000000001,7.624660000000002e-05,5.3373e-06,1.24125e-05,0.0002093158,2.55e-08,1.5320100000000003e-05,0.0001541793,9.800000000000002e-09,2.8527800000000005e-05,2.5133500000000003e-05
0 to 2.5k,0.8921980858,0.0091084456,0.0042922162,0.0085086804,0.0058781216,0.0022072417,0.0020250212,0.0017062164000000001,0.012033771700000001,0.0027576396000000003,0.0049184109000000005,0.0023556666,0.0034171627000000003,0.000336046,0.0032462394000000003,0.0060625044,0.00026463480000000003,0.0085329581,0.030150895900000002
0 to 2.5k,0.9785832167,0.0002057394,0.0030065784,0.010759580900000001,0.000108775,0.0014870447,1.3337900000000002e-05,0.0002758061,0.0002223988,0.0009213810000000001,1.66281e-05,0.00013350540000000002,0.0032583028,1.387e-07,2.4070100000000002e-05,0.0009221435,1.4039999999999999e-07,2.68308e-05,3.4633500000000006e-05
0 to 2.5k,0.6137055159,0.023418657500000002,0.051118899100000004,0.0560438931,0.0131589314,0.049047697300000005,0.0028241558,0.0126106981,0.009729107800000001,0.0452250987,0.0014885697000000002,0.0135540599,0.0511154383,0.0001729329,0.0021599929,0.0486679077,0.00014761480000000002,0.0022688899,0.0035418421
0 to 2.5k,0.9082217813000001,0.0065595233,0.0092388606,0.017143225300000002,0.0042765778,0.0079107378,0.0007201614,0.0026245138,0.0056423945,0.008420282000000001,0.0006892048000000001,0.002482227,0.0102059357,3.08141e-05,0.0010502292,0.011199500400000001,1.83757e-05,0.001502906,0.0020624972
0 to 2.5k,0.3118052781,0.040791939900000004,0.10540190340000001,0.0764242038,0.0186154898,0.0919700786,0.0070994264,0.027015844400000003,0.0164568964,0.0751406476,0.0025077180000000004,0.0314246044,0.1178037301,0.0005371648,0.0048083826,0.0625317469,0.0005716321,0.004794261,0.0042990032
0 to 2.5k,0.4169250131,0.014401638900000001,0.1075186208,0.1221594289,0.0076009617000000005,0.0892050266,0.0025067751,0.0152432919,0.0073936684,0.048322662700000005,0.0017076074,0.011927559,0.1097199693,0.0001092251,0.0019588489,0.0398458131,0.0001383482,0.0017620377,0.0015534647
0 to 2.5k,0.9567349553000001,0.0003488043,0.005985732200000001,0.0207583494,0.0002075199,0.0038488174,1.97816e-05,0.0005149955,0.0002595395,0.0022881017,2.4657700000000003e-05,0.0002443875,0.006388505500000001,2.0339999999999998e-07,3.0055800000000005e-05,0.0022832036,2.1749999999999998e-07,2.6422600000000003e-05,3.56456e-05
0 to 2.5k,0.9514380693000001,0.0015042389,0.0041408571,0.014167843400000001,0.0017926381,0.0045467075,0.0004081979,0.0006703015,0.0026447354,0.0026990657000000003,0.0005776735000000001,0.0004131497,0.0052292151,1.07525e-05,0.0008964246,0.0065697539,4.2408e-06,0.001367867,0.0009181388
0 to 2.5k,0.6124662161000001,0.0286514424,0.0102703953,0.0141130332,0.0240606256,0.007533222000000001,0.0146474671,0.0047083399000000005,0.0386018045,0.0081907772,0.021096186700000002,0.0071436958000000005,0.0086896457,0.0039144335,0.0192953739,0.021133082,0.0022021756,0.048818633,0.1044633836
0 to 2.5k,0.9999603033000001,4.0309999999999995e-07,1.7446999999999998e-06,2.8192500000000005e-05,2.338e-07,6.985e-07,1.8000000000000002e-09,3.812e-07,6.554999999999999e-07,1.1384e-06,3.3e-09,1.248e-07,4.7948e-06,0.0,2.7400000000000004e-08,1.334e-06,0.0,3.8200000000000005e-08,3.96e-08
0 to 2.5k,0.8712922335000001,0.0053251926000000005,0.013497836000000001,0.0273941197,0.0049706455,0.014086471900000001,0.0016199648,0.0024225083,0.0066840351,0.0089115249,0.0013004972000000001,0.0018415155000000001,0.0152697647,6.587120000000001e-05,0.0022000321000000002,0.0172654931,3.0244800000000002e-05,0.0032625974,0.0025596453000000003
0 to 2.5k,0.9544096589000001,0.0027251677,0.0031593663,0.008356802200000001,0.0023280303,0.0025699665,0.0007206391000000001,0.0007173383,0.0055555315000000004,0.0018832319,0.0010326288000000001,0.0006115089000000001,0.0035478510000000003,3.24429e-05,0.0014353526,0.0042270119,1.3168800000000002e-05,0.0032048479,0.0034694597
0 to 2.5k,0.5231392384,0.0267232731,0.0614561439,0.0606405176,0.0168416239,0.0684070811,0.0055556879,0.014275962500000001,0.0153395226,0.0499230027,0.0021126275,0.014367222800000001,0.0706647038,0.00031647690000000003,0.0045266193000000005,0.056395378,0.0001998305,0.0049791774000000006,0.0041359845
0 to 2.5k,0.8145548105,0.009385013000000001,0.0229751412,0.0340607353,0.0060355025000000005,0.024246636800000002,0.0009505248000000001,0.0050457688,0.0056024492,0.0208473913,0.0005476775000000001,0.0044965134,0.02517418,3.49369e-05,0.0009697678,0.0226530004,2.0140900000000002e-05,0.0010442609,0.0013555083
0 to 2.5k,0.6913660169,0.0093014119,0.0528927147,0.0735834166,0.0042743040000000005,0.0354681946,0.0008403157,0.0094489874,0.0042741997,0.028665881600000002,0.0006622283,0.007958173800000001,0.055469449600000005,3.2831500000000006e-05,0.0008401394000000001,0.0232026353,4.794430000000001e-05,0.0007419038,0.0009291531000000001
0 to 2.5k,0.30838584900000005,0.0577840582,0.0486801267,0.0511195101,0.0550969131,0.07587285340000001,0.0204044618,0.018154433,0.0450493246,0.0583067648,0.0153051941,0.0203140974,0.0623041056,0.0019933817,0.0240785237,0.0868939534,0.0009213015000000001,0.0312392358,0.018095895600000002
0 to 2.5k,0.5369831324000001,0.0035267433000000003,0.1198945493,0.1444268078,0.0009296362,0.0428167656,0.00029644430000000003,0.0090721576,0.00140192,0.020800564400000002,0.0002027806,0.0058990796,0.1030836105,7.3733999999999996e-06,0.00018700200000000002,0.010075477000000001,2.5042000000000002e-05,0.0001512359,0.0002196346
0 to 2.5k,0.9116452932,0.0007816365,0.0158966985,0.0409542099,0.0002860375,0.005187992000000001,6.315750000000001e-05,0.00149917,0.0007027845,0.0032318996,0.0001054574,0.0008440278000000001,0.01610565,1.2316e-06,0.0001008522,0.0023720788,3.0318999999999997e-06,0.0001019752,0.0001169654
0 to 2.5k,0.9498896003,0.0006165383,0.0001462594,0.000868218,0.001027926,9.26494e-05,0.00047837810000000004,5.1725700000000005e-05,0.0041620708,9.1702e-05,0.0035557658,5.224700000000001e-05,0.0001182568,7.467150000000001e-05,0.00196932,0.0006705566,1.99132e-05,0.009920193800000001,0.0261940435
greater than 1B,0.2169312984,0.040832184300000005,0.0028246299000000002,0.0028478208000000003,0.0353661329,0.0024456361,0.0328156427,0.0028572527,0.0764624104,0.0038750977000000003,0.0316475034,0.0064139348,0.0030482344,0.0153341824,0.054681547000000004,0.0127155324,0.0051548132,0.1986431032,0.2551030219
0 to 2.5k,0.43418398500000005,0.0447710715,0.0535755903,0.0529669076,0.0344938859,0.071125932,0.0115377959,0.0168861747,0.0265054815,0.0560170673,0.0062427814,0.0192048177,0.0590303577,0.0010363468000000001,0.0105532417,0.07695183900000001,0.0005887579000000001,0.012307087900000001,0.012020842200000001
0 to 2.5k,0.9784327745,0.0007336195,0.0024994698,0.006940141800000001,0.00041589670000000004,0.0017861695000000002,3.09752e-05,0.0005523007000000001,0.000612508,0.0019568375,2.6772700000000002e-05,0.00037132560000000003,0.0035298530000000003,4.097e-07,7.03378e-05,0.001883506,2.608e-07,7.63709e-05,8.03216e-05
0 to 2.5k,0.7706189752,0.0193714071,0.0220024381,0.028172036600000002,0.0124070272,0.021863475400000002,0.0026912419,0.0072835661000000005,0.012566166,0.023454655,0.0014083626,0.007933767500000001,0.027786990600000002,0.0001378417,0.0031322883,0.0306302439,7.63731e-05,0.0043127704,0.004150298
0 to 2.5k,0.97176826,0.0006730657000000001,0.0040398273,0.0098956758,0.000322127,0.0025104322,3.5546900000000004e-05,0.0005993205,0.0005009889,0.0019741945,2.2969e-05,0.0003793113,0.005163346,4.0679999999999996e-07,5.66878e-05,0.0019140189,3.226e-07,6.5239e-05,7.8045e-05
0 to 2.5k,0.8897609115,0.0026898254,0.0116674276,0.027336327400000002,0.0023645568,0.014397714300000001,0.0002613866,0.0022911788,0.0019605407,0.0118728885,0.0001667573,0.0014379896,0.0178106204,4.4388e-06,0.0004848795,0.0148788216,2.3425e-06,0.000399088,0.0002123771
0 to 2.5k,0.9705793858,2.7546300000000004e-05,0.0042607612,0.019741267,6.9101999999999995e-06,0.0009122233000000001,5.632e-07,0.0001461056,1.78641e-05,0.0004183033,1.1523e-06,4.6557900000000004e-05,0.0036424315,2.2000000000000003e-09,8.071999999999999e-07,0.0001961785,9.2e-09,6.061e-07,1.4055e-06
0 to 2.5k,0.8053984046,0.0108453985,0.0195314568,0.0344653055,0.0094337948,0.0224659219,0.0021737183,0.0046048872,0.0092405891,0.0159825273,0.0018890545,0.0039180918000000006,0.0235060081,9.500830000000002e-05,0.0030158691,0.0258341581,4.91876e-05,0.0039593657,0.0035913039
0 to 2.5k,0.9963411689,6.25345e-05,0.0004021745,0.0018879141000000001,3.5921300000000005e-05,0.0002076054,2.6718999999999998e-06,4.924330000000001e-05,7.469070000000001e-05,0.0001461042,3.0808e-06,2.4162900000000002e-05,0.0005361901,1.6200000000000003e-08,7.071999999999999e-06,0.00019191920000000002,1e-08,1.0881600000000001e-05,1.66267e-05
0 to 2.5k,0.9988512993,1.5158e-06,8.471130000000002e-05,0.0008833551,7.734e-07,3.23528e-05,1.59e-08,4.0235000000000005e-06,1.5824999999999999e-06,1.9143200000000003e-05,2.96e-08,9.912000000000001e-07,0.0001046646,0.0,5.14e-08,1.54956e-05,0.0,4.93e-08,1.058e-07
0 to 2.5k,0.9956282377000001,2.8887999999999998e-06,0.0003051632,0.0035191146,1.8467999999999998e-06,0.0001171832,8.67e-08,9.448299999999999e-06,4.578e-06,4.274950000000001e-05,3.2299999999999997e-07,2.0131e-06,0.0003225087,2e-10,2.6989999999999995e-07,4.301580000000001e-05,2e-10,2.56e-07,3.866e-07
0 to 2.5k,0.7465269566,0.0176480655,0.0049818559,0.0090018278,0.0177208688,0.0046013645,0.0078000901000000004,0.0024704866000000002,0.0321520381,0.0051712357,0.013729078700000001,0.0032901,0.0046284222,0.0013635791,0.0140969213,0.014586094800000001,0.0005299255000000001,0.0367374569,0.0629636347
0 to 2.5k,0.7404789925,0.0110593662,0.004361358,0.0092207147,0.010926164700000001,0.0030377430000000003,0.0079322327,0.001546127,0.0277023911,0.0025952137,0.0195832346,0.0019238852,0.0037511692,0.0015226662,0.014187634000000001,0.0090334145,0.0007235821,0.0475944653,0.0828198344
0 to 2.5k,0.7334788442,0.0045361351,0.0560284741,0.08464262630000001,0.0017181543,0.0256909598,0.0004242566,0.0064775250000000005,0.0021379553,0.017483877000000002,0.00039612370000000004,0.0048995023000000006,0.047517702,1.5956100000000005e-05,0.0003435417,0.0132758673,3.5356000000000005e-05,0.0003171157,0.0005800571000000001
0 to 2.5k,0.6127105951,0.0299991928,0.012378403900000001,0.020305739700000002,0.033364947900000004,0.0142799048,0.0139987068,0.0057258969,0.0447891951,0.0146970022,0.0192294568,0.0069995937,0.014752741900000001,0.0019724271,0.0257540438,0.0364371017,0.0007750393,0.0513529293,0.040477231100000004
0 to 2.5k,0.2457343489,0.0706245899,0.0442632996,0.039372697500000005,0.0654839799,0.07003079350000001,0.0343417265,0.0167997088,0.059338439300000004,0.0489447266,0.019419454000000003,0.0208568778,0.0566462986,0.0039142943,0.034410189800000004,0.08225127310000001,0.0015245293,0.0547301173,0.0313125774
0 to 2.5k,0.8096035123,0.0113112666,0.0195619073,0.0321188867,0.0079414016,0.0158872511,0.0029714294,0.0049752896,0.013746014800000001,0.0123927156,0.0024660069,0.0045714602,0.0265180152,0.0001527191,0.004938629,0.018714549,9.516420000000001e-05,0.0076705976000000006,0.0043631573
0 to 2.5k,0.8710417747,0.0061039729,0.0081222579,0.018444515800000002,0.0069374675,0.0093668979,0.0032775463,0.0018680845,0.0133369239,0.0061141769000000006,0.0031182419,0.0015474106000000001,0.0105537623,0.00018399060000000002,0.0065719308,0.0162849259,6.32453e-05,0.0114657339,0.0055970941
0 to 2.5k,0.9375242591,0.0005960269,0.010201827600000001,0.027788395100000002,0.0002429052,0.0043131909000000005,3.3322100000000004e-05,0.0010389918,0.0004600853,0.0029917143,3.9864900000000005e-05,0.0005653595,0.0118298931,4.3289999999999997e-07,5.45369e-05,0.0022143819,7.292999999999999e-07,5.12022e-05,5.27769e-05
0 to 2.5k,0.9998540878000001,1.1028999999999999e-06,8.896499999999999e-06,0.0001031287,5.956000000000001e-07,3.3623999999999998e-06,1.16e-08,1.1246e-06,1.8464e-06,3.4117e-06,1.72e-08,3.781e-07,1.7529400000000002e-05,0.0,8.59e-08,4.2617e-06,0.0,1.3329999999999998e-07,1.732e-07
0 to 2.5k,0.9915443659000001,0.0001284183,0.0010522928,0.0039521479,6.278760000000001e-05,0.0005274664,3.7175999999999998e-06,0.0001480847,0.00010697110000000001,0.0004795396,3.6343e-06,7.687580000000001e-05,0.0014582619,2.5e-08,9.008100000000001e-06,0.0004234522,2.0499999999999998e-08,1.0061100000000001e-05,1.3097000000000002e-05
0 to 2.5k,0.9589893818,0.0007607715,0.0065126061,0.0174876861,0.0002887403,0.0027196172,2.9157400000000003e-05,0.0009204238,0.0005749528,0.0023774141,4.76915e-05,0.0005762497,0.0069058286,4.4640000000000003e-07,5.0239500000000006e-05,0.0016099351,6.826e-07,5.5433600000000004e-05,9.26857e-05
0 to 2.5k,0.9399042726,0.0008147962000000001,0.008497041700000001,0.024702146600000002,0.0005357586,0.006125462700000001,6.816130000000001e-05,0.0009495624000000001,0.0007663775,0.0038011577,8.47595e-05,0.0005013875,0.0091057774,1.0503e-06,0.00010838880000000001,0.0038094227,8.82e-07,0.0001057462,0.0001177961
0 to 2.5k,0.44704955820000003,0.0632522628,0.0513854995,0.0406408496,0.0346872248,0.0489570349,0.0122514423,0.020528698300000002,0.0296101049,0.0546962358,0.0056538852,0.0300439987,0.0502902716,0.0015608465,0.009019508,0.0672993883,0.0011826620000000001,0.012256799300000001,0.019633673100000002
0 to 2.5k,0.7953484654,0.0148067037,0.025817122300000002,0.0323903933,0.0078450143,0.0212468952,0.0014594765,0.007370432400000001,0.0074429712000000006,0.020913329,0.0008735631,0.0076928888,0.0283901691,7.06171e-05,0.0015330332000000001,0.022001592400000002,5.644630000000001e-05,0.0018543379,0.0028863358
0 to 2.5k,0.7975105047000001,0.0123362262,0.018523527300000002,0.0304324012,0.010674977700000001,0.0235864967,0.0018795461,0.0055979951,0.0097975973,0.0206765085,0.0013082251000000001,0.0048856717,0.0256005451,7.40607e-05,0.0030467864000000002,0.0281750225,3.3680900000000005e-05,0.0034445615000000002,0.0024155979
0 to 2.5k,0.9170836210000001,0.0011419848,0.0106449425,0.031630937000000005,0.0010466074,0.0099738725,0.0002295959,0.0010425653,0.0014084536,0.004725852,0.00024802280000000003,0.0005306576,0.0117652593,4.1398e-06,0.0003397524,0.0075065987,2.5138999999999998e-06,0.0003850793,0.000289645
0 to 2.5k,0.9966122508,3.3643999999999995e-06,0.0002711665,0.0026804134,1.1831e-06,5.361830000000001e-05,6.68e-08,1.1785000000000002e-05,5.0615e-06,2.8052200000000006e-05,2.9939999999999994e-07,3.1469e-06,0.00030801390000000003,2e-10,2.596e-07,2.06308e-05,4e-10,2.8499999999999997e-07,4.5479999999999997e-07
0 to 2.5k,0.7558161616,0.0127713531,0.025024192400000003,0.0438066237,0.011053707500000001,0.025696259000000003,0.0034914904,0.0056958622,0.012631905300000001,0.0186554529,0.0036254805,0.005047332000000001,0.0278847869,0.0002173629,0.0047694873,0.031927280100000004,0.00013527840000000002,0.0063063116,0.0054438873
0 to 2.5k,0.3117060065,0.028789797800000003,0.0016028562,0.0020671983000000002,0.027181757600000002,0.0013479792,0.0205316395,0.0017324447,0.0664046481,0.0023507471000000003,0.0283628758,0.0037316282,0.0016563248,0.0088789361,0.042105648700000005,0.008683187,0.0026742807,0.1712170392,0.2689750195
0 to 2.5k,0.6861652136,0.031811472,0.0185598563,0.0248428583,0.0248242468,0.0177473202,0.0083172685,0.0080031864,0.0294700712,0.0201359857,0.0080656717,0.0102486461,0.0201084409,0.000994061,0.0113340588,0.036027960500000004,0.0005553088000000001,0.019352147400000002,0.0234361514
0 to 2.5k,0.7377824783,0.0381617472,0.0069864858,0.0090880599,0.030881064000000003,0.0084518148,0.0057568797,0.0060697645,0.037168350100000004,0.0162477922,0.0044681579,0.009399928200000001,0.009385237500000001,0.0006571996,0.0114725912,0.0269321688,0.0002173888,0.019783185800000002,0.0210897867
0 to 2.5k,0.7883765101,0.0088889487,0.0331736617,0.044583153,0.004169499,0.0230820365,0.0008509696,0.0068543036,0.005092022000000001,0.020396633100000002,0.0005049283,0.0061027943000000005,0.0374166258,3.11919e-05,0.0008973662,0.017513454,3.07814e-05,0.0009602425,0.0010748552
0 to 2.5k,0.5088997483000001,0.0170643218,0.091322206,0.0906191617,0.0070083202,0.0641959086,0.0019457561000000001,0.0158668458,0.007163753300000001,0.0456265584,0.000962251,0.0147368954,0.0967475101,8.6204e-05,0.0014264587,0.0333593264,0.0001145203,0.0013579584,0.0014962894
0 to 2.5k,0.9440823793,0.00103476,0.0083662756,0.0218423866,0.0005486886000000001,0.0049166079,7.764990000000001e-05,0.0010506267,0.0008070737000000001,0.0034426705000000003,8.75206e-05,0.0006475436,0.0091150943,1.3538999999999999e-06,0.0001145366,0.0035711464,1.4664e-06,0.0001262483,0.00016602470000000002
0 to 2.5k,0.5255254507,0.0405155532,0.0514057837,0.0490531325,0.021581621800000002,0.0463161916,0.0061328686,0.019456880200000002,0.0218420718,0.0512279496,0.0030586624000000003,0.0237344913,0.0668687299,0.0004622238,0.0069179651,0.0517631322,0.00038974370000000003,0.0077463123000000005,0.0060013337
0 to 2.5k,0.5022862554,0.0359833613,0.0562019646,0.054997135,0.022718627,0.0644896254,0.0056455354,0.017134117,0.016886279,0.0574278422,0.0026242388,0.018998434800000002,0.0653220862,0.00037290450000000003,0.0050560883,0.0628494918,0.0002548861,0.0053408304000000005,0.0054103718
0 to 2.5k,0.5724290013000001,0.0100914147,0.086718522,0.0986934379,0.0045206919,0.0540642589,0.0018301739000000001,0.0113117415,0.0058645266,0.0311267562,0.0010303264,0.0091097103,0.08256296810000001,8.32461e-05,0.0013659660000000001,0.026280390100000002,0.000116848,0.0013643529,0.0014356866
0 to 2.5k,0.8956976533000001,7.33232e-05,0.018489578700000002,0.0646365359,1.89655e-05,0.0041118888000000004,2.3717e-06,0.000515974,4.146720000000001e-05,0.0015524323,4.1638e-06,0.0001643394,0.0140383113,1.3500000000000002e-08,2.3542e-06,0.0006459196,6.75e-08,1.5367e-06,3.1880000000000002e-06
0 to 2.5k,0.9361862540000001,0.0020204945,0.0071039624,0.0166597292,0.0016066728,0.0082257716,0.000161039,0.0013413182,0.0017398420000000001,0.0066463994,0.0001145397,0.0008782112,0.0090661431,2.8429e-06,0.00026307020000000003,0.0074821832,1.2073e-06,0.0002613259,0.00023928570000000002
0 to 2.5k,0.7403820753,0.009666602100000001,0.0418157019,0.0588097647,0.0052225641,0.031705033,0.0016508265000000002,0.0067110239,0.0067594214,0.0200319886,0.0011417663,0.0056313048000000004,0.0427267812,6.92296e-05,0.0015492574,0.0221612416,6.621420000000001e-05,0.0018467261000000002,0.0020525693000000003
0 to 2.5k,0.6251193881,0.0047201137,0.08996523170000001,0.11254112420000001,0.0013669217000000001,0.0366858877,0.0003242252,0.009346351000000001,0.0017640711000000001,0.022507228,0.0002552736,0.0067165047000000005,0.07617172600000001,9.461e-06,0.0002299937,0.0117186941,2.7628300000000004e-05,0.0001866813,0.0003434611
0 to 2.5k,0.8133025765,0.0010236636,0.034074902500000004,0.0862830207,0.0004830805,0.017065612600000002,9.77155e-05,0.0021463132,0.0007111139000000001,0.006464862300000001,0.0001545152,0.0009907702,0.0318509452,1.3887e-06,0.00011053630000000001,0.0050164857,2.7709e-06,9.80768e-05,0.0001214634
0 to 2.5k,0.5216696262,0.030414212500000003,0.07519516350000001,0.0690584406,0.0143753039,0.054500199900000004,0.0064098989000000006,0.0164748542,0.0162671935,0.0395688899,0.0034007414000000002,0.0183929969,0.0724335015,0.0005040886000000001,0.004530285,0.0422506072,0.000541538,0.0059924531000000005,0.008020133700000001
0 to 2.5k,0.5562699437,0.0051576709,0.0971293822,0.1339165419,0.0022146625000000002,0.055278331,0.0009448353,0.0079439869,0.0033643562000000003,0.0221561026,0.0007072677,0.0051058973,0.0903993398,2.8997600000000005e-05,0.0007104206,0.017311155800000002,5.0270500000000006e-05,0.0006717095,0.0006392904000000001
0 to 2.5k,0.8814100027,0.0016228895000000001,0.0153490985,0.0396446176,0.0013724508000000002,0.016815215300000002,0.00019554930000000002,0.0017307521000000001,0.0013305363,0.0091604022,0.0001625916,0.0009130234,0.0183322448,3.0405999999999997e-06,0.0002761051,0.011268803800000001,1.9304e-06,0.0002348549,0.0001761422
0 to 2.5k,0.7574567199000001,0.0047620763,0.0392957814,0.0714621171,0.002672798,0.0295957848,0.0004996115,0.0053685647,0.0029084613000000003,0.0184834655,0.0004630193,0.0035915133000000003,0.0452018194,1.2593200000000002e-05,0.0006030099,0.0165943932,1.4759800000000002e-05,0.0005378956,0.0004756668
0 to 2.5k,0.9324964881000001,0.0001610521,0.011170322100000001,0.0395642743,6.06558e-05,0.0035761823000000003,1.0847100000000002e-05,0.0004788387,0.0001415617,0.0013445637,1.94916e-05,0.0001850994,0.0097718257,9.69e-08,1.3942600000000001e-05,0.0009716966000000001,2.4889999999999996e-07,1.2841100000000001e-05,1.98182e-05
0 to 2.5k,0.5485613942,0.017199439900000002,0.0568728186,0.0759814382,0.014062046100000001,0.0660082698,0.0066424687,0.0101728532,0.0158946179,0.0348508097,0.0039566047000000005,0.0083378498,0.0690917969,0.0003507698,0.0072725127,0.0519877486,0.0002207416,0.0082671195,0.0042687221000000004
0 to 2.5k,0.7138518095,0.0265086927,0.025118211300000002,0.031623460400000004,0.0179988071,0.025592360600000003,0.0044199624000000005,0.0090723401,0.0177284256,0.0264907181,0.0029614544000000002,0.01044989,0.0298198704,0.0003105629,0.0053760577,0.0370583683,0.0001863619,0.0073785353,0.008054045000000001
0 to 2.5k,0.9924336672,6.85396e-05,0.0007671119,0.0038407373,4.37486e-05,0.0005556061,1.488e-06,9.35999e-05,5.3928800000000004e-05,0.0004389126,1.5862e-06,3.8510600000000004e-05,0.0012505573000000001,5.5000000000000004e-09,4.56e-06,0.0003999332,3.5000000000000003e-09,3.8823e-06,3.6838999999999996e-06
0 to 2.5k,0.9667397738000001,0.0001081248,0.004391016,0.0193782002,6.47566e-05,0.0022983463000000003,7.8071e-06,0.0002345105,0.0001129428,0.0009822132,1.1482300000000002e-05,8.39767e-05,0.0045581511,5.26e-08,1.2916000000000001e-05,0.0009905094,6.31e-08,1.1876400000000002e-05,1.31188e-05
0 to 2.5k,0.9487755895000001,0.0006419641,0.0066425768,0.0219663773,0.0004869432,0.0053803925,6.66395e-05,0.0006457911,0.0006290954,0.0028428133,8.12702e-05,0.0003242431,0.0074119596,8.868999999999999e-07,0.0001050837,0.0037704285000000003,6.544e-07,0.0001115022,0.0001157292
0 to 2.5k,0.9994063377000001,3.4601e-06,3.3890700000000004e-05,0.0004161405,3.1913e-06,2.2868400000000003e-05,9.910000000000001e-08,3.171e-06,7.8795e-06,1.4767900000000001e-05,2.1629999999999997e-07,9.416e-07,5.9034800000000006e-05,2e-10,6.225e-07,2.57306e-05,1e-10,8.538999999999999e-07,7.449e-07
0 to 2.5k,0.8000192046,0.0186571348,0.0145111214,0.0237456076,0.014859962300000001,0.013928107,0.0035998700000000002,0.0049060448,0.0162110366,0.013624107500000001,0.0047882870000000004,0.0056152358,0.013854626600000001,0.0003420927,0.0046580024,0.023860681800000002,0.0001949264,0.007772231,0.0148516167
0 to 2.5k,0.9732560515,9.697360000000001e-05,0.0029613725,0.0164097939,7.345570000000002e-05,0.0018910283,8.5902e-06,0.0001649567,0.000136334,0.0007973316000000001,1.8778800000000004e-05,5.72e-05,0.0030610012000000003,6.24e-08,1.736e-05,0.0010161668,6.06e-08,1.6701100000000002e-05,1.66995e-05
0 to 2.5k,0.4716096222,0.0416886322,0.0053911069,0.007261002900000001,0.0392403975,0.0050989650000000004,0.017859732700000002,0.0040273364,0.0547264405,0.007633905900000001,0.0282992348,0.0074772453,0.0048358748,0.00612476,0.027036378200000002,0.022291773900000002,0.0025254036,0.0739137679,0.1729584634
0 to 2.5k,0.560411334,0.0410506763,0.0152434697,0.0214181021,0.0441954248,0.0216009393,0.0163162239,0.0063271276,0.0476387069,0.0183365624,0.0187430698,0.0079077175,0.0158843119,0.0020343282000000002,0.0206940901,0.0429726951,0.0006586416,0.043823786100000005,0.054742794500000004
0 to 2.5k,0.5902408361,0.029667316000000003,0.0429737009,0.0498306118,0.0208045561,0.0500526279,0.0052731331,0.0121814292,0.0167119391,0.0429703668,0.0030086208000000003,0.0131420428,0.0490066819,0.000346981,0.005033124700000001,0.0564063266,0.0002130868,0.0059383828,0.0061982484
